id,name,name_en,phone,website,email,address,city,governorate,country,latitude,longitude,category,subcategory,type,facebook,instagram,fsq_id,external_id,source,data_quality,verified,created_at,updated_at,scraped_at,search_tags,raw_data,normalized_name,normalized_phone,normalized_address,normalized_website,normalized_facebook,normalized_instagram,whatsapp,maps_url,dedupe_key,completeness_score,source_confidence,last_seen_at,is_active,needs_review
8857bc06-5e85-4e22-a1fc-2ba79aedd7ae,اغا,agha,+9647709470101,,,شارع سالم,Sulaymaniyah,Sulaymaniyah,Iraq,35.55887140,45.42449180,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""اغا"", ""phone"": ""07709470101"", ""_extra"": {""name_ku"": ""ئاغا"", ""all_phones"": [""07709470101""]}, ""amenity"": ""cafe"", ""name:en"": ""agha"", ""name:ku"": ""ئاغا"", ""addr:street"": ""شارع سالم""}",اغا,+9647709470101,شارع سالم,,,,,,phone:+9647709470101,70,50,2026-04-02 11:32:20.059+00,true,false
cd7898e3-ce33-413f-baf9-f14dba8fff8a,کافێ ١١,Cafe 11,+9647714131111,https://www.cafe11.pub/,info@cafe11.pub,"15, 101-35",Sulaymaniyah,Sulaymaniyah,Iraq,35.55884070,45.42878530,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""کافێ ١١"", ""email"": ""info@cafe11.pub"", ""phone"": ""07714131111"", ""_extra"": {""postcode"": ""46001"", ""all_phones"": [""07714131111""], ""opening_hours"": ""Mo-Su 02:00-01:00""}, ""amenity"": ""cafe"", ""name:en"": ""Cafe 11"", ""website"": ""https://www.cafe11.pub/"", ""addr:street"": ""101-35"", ""addr:postcode"": ""46001"", ""opening_hours"": ""Mo-Su 02:00-01:00"", ""internet_access"": ""wlan"", ""addr:housenumber"": ""15""}",کافێ ١١,+9647714131111,"15, 101-35",https://cafe11.pub,,,,,phone:+9647714131111,80,50,2026-04-02 11:32:20.06+00,true,false
623ed9bc-c43b-4cac-bcab-f084abe28bd3,ان کافێ,Ann caffe,+9647501102222,,,شارع سالم,Sulaymaniyah,Sulaymaniyah,Iraq,35.55698960,45.42940150,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""ان کافێ"", ""phone"": ""07501102222"", ""_extra"": {""name_ku"": ""ئان کافێ"", ""all_phones"": [""07501102222""], ""opening_hours"": ""24/7""}, ""amenity"": ""cafe"", ""name:en"": ""Ann caffe"", ""name:ku"": ""ئان کافێ"", ""addr:street"": ""شارع سالم"", ""opening_hours"": ""24/7"", ""internet_access"": ""wlan""}",ان کافێ,+9647501102222,شارع سالم,,,,,,phone:+9647501102222,70,50,2026-04-02 11:32:20.06+00,true,false
9b0a765b-8b05-4c6a-8407-2477a1adbe2e,Maly Agha Cafe,,+9647508355647,,,Salim Street- Saholaka,السليمانية,Sulaymaniyah,Iraq,35.55888000,45.42426000,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""Maly Agha Cafe"", ""phone"": ""+9647508355647"", ""_extra"": {""all_phones"": [""+9647508355647""]}, ""amenity"": ""cafe"", ""addr:city"": ""السليمانية"", ""addr:full"": ""Salim Street- Saholaka"", ""addr:country"": ""IQ"", ""addr:province"": ""محافظة السليمانية""}",maly agha cafe,+9647508355647,salim street- saholaka,,,,,,phone:+9647508355647,70,50,2026-04-02 11:32:20.06+00,true,false
9caab342-04ab-4c4e-959a-e19763e48ee4,کافتریای پێشڕەو,bliardy peshraw,+9647701469530,,,Qanat Street,Sulaymaniyah,Sulaymaniyah,Iraq,35.56260050,45.44248390,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""کافتریای پێشڕەو"", ""phone"": ""+9647701469530"", ""_extra"": {""all_phones"": [""+9647701469530""]}, ""amenity"": ""cafe"", ""name:en"": ""bliardy peshraw"", ""addr:street"": ""Qanat Street"", ""internet_access"": ""wlan""}",کافتریای پێشڕەو,+9647701469530,qanat street,,,,,,phone:+9647701469530,70,50,2026-04-02 11:32:20.06+00,true,false
6cd32fe5-e6a2-495d-a822-ca9fcda53268,QAWACHY,,+9647501622531,,,شەقامی مەولەوی,سلێمانی,Sulaymaniyah,Iraq,35.55664030,45.43910140,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""QAWACHY"", ""phone"": ""+9647501622531"", ""_extra"": {""cuisine"": ""coffee_shop"", ""postcode"": ""964"", ""all_phones"": [""+9647501622531""], ""opening_hours"": ""Mo-Sa 08:00-20:00""}, ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop"", ""addr:city"": ""سلێمانی"", ""addr:street"": ""شەقامی مەولەوی"", ""addr:postcode"": ""964"", ""opening_hours"": ""Mo-Sa 08:00-20:00"", ""internet_access"": ""no"", ""outdoor_seating"": ""yes""}",qawachy,+9647501622531,شەقامی مەولەوی,,,,,,phone:+9647501622531,70,50,2026-04-02 11:32:20.06+00,true,false
4bd3c51b-de97-4ec1-a3f7-ead928aea4bc,بریک کافی,Break cafe,+9647736993065,,,Orzdi,Sulaymaniyah,Sulaymaniyah,Iraq,35.55143140,45.44846670,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""بریک کافی"", ""phone"": ""07736993065"", ""_extra"": {""name_ku"": ""برەیک کافێ"", ""postcode"": ""46002"", ""all_phones"": [""07736993065""], ""opening_hours"": ""Mo-Fr,Su 08:00-00:00""}, ""amenity"": ""cafe"", ""name:en"": ""Break cafe"", ""name:ku"": ""برەیک کافێ"", ""addr:street"": ""Orzdi"", ""addr:postcode"": ""46002"", ""opening_hours"": ""Mo-Fr,Su 08:00-00:00"", ""internet_access"": ""wlan""}",بریک کافی,+9647736993065,orzdi,,,,,,phone:+9647736993065,55,50,2026-04-02 11:32:20.06+00,true,false
bc1cd90e-b57f-4373-88a8-021f17dd5bce,عەباس,abas,+9647501633935,,hamid.elkapo@yahoo.com,Qanat Street,Sulaymaniyah,Sulaymaniyah,Iraq,35.55949220,45.44729700,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""عەباس"", ""email"": ""Hamid.elkapo@yahoo.com"", ""phone"": ""07501633935"", ""_extra"": {""cuisine"": ""arab;persian"", ""all_phones"": [""07501633935""], ""opening_hours"": ""24/7""}, ""amenity"": ""cafe"", ""cuisine"": ""arab;persian"", ""name:en"": ""abas"", ""addr:street"": ""Qanat Street"", ""opening_hours"": ""24/7""}",عەباس,+9647501633935,qanat street,,,,,,phone:+9647501633935,75,50,2026-04-02 11:32:20.06+00,true,false
47827be2-e63f-4d75-9c4b-59998976f007,نانەواخانەی زەنگین,,+9647702221220,,,,Sulaymaniyah,Sulaymaniyah,Iraq,35.54390900,45.47693990,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""نانەواخانەی زەنگین"", ""shop"": ""bakery"", ""phone"": ""07702221220"", ""_extra"": {""all_phones"": [""07702221220""], ""opening_hours"": ""Su-Sa 06:00-19:00""}, ""opening_hours"": ""Su-Sa 06:00-19:00""}",نانەواخانەی زەنگین,+9647702221220,,,,,,,phone:+9647702221220,55,50,2026-04-02 11:32:20.06+00,true,false
cef34e43-d67c-4606-88fa-c708b0fd2a01,Hi Café,,+9647725266326,,,Raparin,السليمانية,Sulaymaniyah,Iraq,35.58521700,45.33762400,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""Hi Café"", ""phone"": ""+9647725266326"", ""_extra"": {""all_phones"": [""+9647725266326""]}, ""amenity"": ""cafe"", ""addr:city"": ""السليمانية"", ""addr:full"": ""Raparin"", ""addr:country"": ""IQ"", ""addr:province"": ""محافظة السليمانية""}",hi café,+9647725266326,raparin,,,,,,phone:+9647725266326,70,50,2026-04-02 11:32:20.06+00,true,false
a7260de4-13df-483e-bead-e5aaa635a2f0,کافێ بلوچی,Bellucci cafe,+9647701563649,https://m.facebook.com/bellucci.mm/,aramsalam@gmail.com,Kirkuk-Slemani Road,Sulaymaniyah,Sulaymaniyah,Iraq,35.56522290,45.37187610,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""کافێ بلوچی"", ""email"": ""aramsalam@gmail.com"", ""phone"": ""009647701563649"", ""_extra"": {""cuisine"": ""ice_cream;tea;cake;persian;local;coffee_shop;greek;italian;arab;turkish"", ""name_ku"": ""کافێ بلوچی"", ""operator"": ""Kaznadar . Majeed . Nahid"", ""postcode"": ""46001"", ""all_phones"": [""009647701563649""], ""opening_hours"": ""Mo-Su 10:00-00:00""}, ""amenity"": ""cafe"", ""cuisine"": ""ice_cream;tea;cake;persian;local;coffee_shop;greek;italian;arab;turkish"", ""name:ar"": ""بلوجی كافيه"", ""name:en"": ""Bellucci cafe"", ""name:ku"": ""کافێ بلوچی"", ""website"": ""https://m.facebook.com/bellucci.mm/"", ""operator"": ""Kaznadar . Majeed . Nahid"", ""addr:street"": ""Kirkuk-Slemani Road"", ""addr:postcode"": ""46001"", ""opening_hours"": ""Mo-Su 10:00-00:00"", ""outdoor_seating"": ""no""}",کافێ بلوچی,+9647701563649,kirkuk-slemani road,https://m.facebook.com/bellucci.mm,,,,,phone:+9647701563649,80,50,2026-04-02 11:32:20.06+00,true,false
bf7fc627-608f-45eb-af9e-bf99a68d89f4,cafe lawaki,,+9647501111111,www.cafesuli.com,,"univsuli, سلێمانی - کەرکوک",Sulaymaniyah,Sulaymaniyah,Iraq,35.57721850,45.35654220,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""cafe lawaki"", ""phone"": ""07501111111"", ""_extra"": {""all_phones"": [""07501111111""], ""description"": ""cafe lawaki"", ""opening_hours"": ""Mo-Su 09:00-2:00""}, ""amenity"": ""cafe"", ""website"": ""www.cafesuli.com"", ""addr:street"": ""سلێمانی - کەرکوک"", ""description"": ""cafe lawaki"", ""opening_hours"": ""Mo-Su 09:00-2:00"", ""internet_access"": ""wlan"", ""addr:housenumber"": ""univsuli"", ""internet_access:fee"": ""no"", ""internet_access:ssid"": ""univsul""}",cafe lawaki,+9647501111111,"univsuli, سلێمانی - کەرکوک",https://cafesuli.com,,,,,phone:+9647501111111,75,50,2026-04-02 11:32:20.06+00,true,false
2b7d79f3-f3e7-4e85-8172-a66b882b12b2,كوفي شوب الخيمه,,,,,,القبلة,Basra,Iraq,30.45398960,47.80588280,Cafe,cafe,,,,osm_node_5878173086,osm_node_5878173086,osm,partial,false,2026-04-02 14:58:44.408976+00,2026-04-02 14:58:44.408976+00,2026-04-02 14:58:44.408976+00,,"{""name"": ""كوفي شوب الخيمه"", ""_extra"": {""all_phones"": []}, ""amenity"": ""cafe"", ""addr:city"": ""القبلة""}",,,,,,,,,,0,50,,true,false
772d4e40-fc3b-4c84-b5dc-e01065df3f4d,lake 2 restaurant & cafe,lake,+9647701556167,,mk.n64@mail.ru,"07701556167, Malik Mahmud Street",Sulaymaniyah,Sulaymaniyah,Iraq,35.56999040,45.38941930,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""lake 2 restaurant & cafe"", ""email"": ""mk.n64@mail.ru"", ""phone"": ""07701556167"", ""_extra"": {""cuisine"": ""arab"", ""name_ku"": ""لەیک"", ""all_phones"": [""07701556167""], ""opening_hours"": ""Mo-Su 12:00-00:00""}, ""amenity"": ""cafe"", ""cuisine"": ""arab"", ""name:en"": ""lake"", ""name:ku"": ""لەیک"", ""addr:street"": ""Malik Mahmud Street"", ""opening_hours"": ""Mo-Su 12:00-00:00"", ""internet_access"": ""wlan"", ""addr:housenumber"": ""07701556167""}",lake 2 restaurant & cafe,+9647701556167,"07701556167, malik mahmud street",,,,,,phone:+9647701556167,75,50,2026-04-02 11:32:20.06+00,true,false
ca389a31-4f92-4005-ac3d-4d0b3ef6771e,Lalazar Cafe,,+9647502388319,,,City Center,السليمانية,Sulaymaniyah,Iraq,35.57173000,45.39010000,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""Lalazar Cafe"", ""phone"": ""+9647502388319"", ""_extra"": {""all_phones"": [""+9647502388319""]}, ""amenity"": ""cafe"", ""addr:city"": ""السليمانية"", ""addr:full"": ""City Center"", ""addr:country"": ""IQ"", ""addr:province"": ""محافظة السليمانية""}",lalazar cafe,+9647502388319,city center,,,,,,phone:+9647502388319,70,50,2026-04-02 11:32:20.06+00,true,false
6146f959-34bf-4e30-9572-1c255f0174c7,bobacha Bubble Tea,,+9647704050567,https://compiled.social/bobacha,,39 Jamal Erfan,سلێمانی,Sulaymaniyah,Iraq,35.56899830,45.40059490,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""bobacha Bubble Tea"", ""brand"": ""bobacha"", ""image"": ""https://compiled.ams3.cdn.digitaloceanspaces.com/profile_images/TGPKJTGFwQE9Vcm1GtHmgcpERAPymXKABsVpzsGT.png"", ""phone"": ""+9647704050567"", ""_extra"": {""cuisine"": ""cafe;bubble_tea;smoothies;smoothie;juice"", ""operator"": ""bobacha"", ""postcode"": ""26001"", ""all_phones"": [""+9647704050567""], ""description"": ""bobacha is an innovative brand in Kurdistan that serves delicious Bubble Teas. \n\nOur categories include milk teas, smoothies and fruit teas with a wide selection of boba and jelly.\n\nEvery drink we serve is handcrafted and freshly brewed. \n\nPremium ingredi"", ""opening_hours"": ""Mo-Su 12:00-23:00""}, ""branch"": ""1"", ""source"": ""@bobacha.slemani;Instagram;Facebook"", ""amenity"": ""cafe"", ""cuisine"": ""cafe;bubble_tea;smoothies;smoothie;juice"", ""website"": ""https://compiled.social/bobacha"", ""takeaway"": ""yes"", ""addr:city"": ""سلێمانی"", ""start_date"": ""03-05-2022"", ""addr:street"": ""39 Jamal Erfan"", ""description"": ""bobacha is an innovative brand in Kurdistan that serves delicious Bubble Teas. \n\nOur categories include milk teas, smoothies and fruit teas with a wide selection of boba and jelly.\n\nEvery drink we serve is handcrafted and freshly brewed. \n\nPremium ingredi"", ""payment:cash"": ""yes"", ""addr:postcode"": ""26001"", ""opening_hours"": ""Mo-Su 12:00-23:00"", ""internet_access"": ""wlan"", ""outdoor_seating"": ""yes"", ""air_conditioning"": ""yes"", ""internet_access:fee"": ""no"", ""internet_access:ssid"": ""bobacha Bubble Tea 2.4""}",bobacha bubble tea,+9647704050567,39 jamal erfan,https://compiled.social/bobacha,,,,,phone:+9647704050567,75,50,2026-04-02 11:32:20.06+00,true,false
7ce6fd28-7853-45fb-9e9d-0e644e05658d,Konkan Cafe,,+9647501079370,,,Bakhtyary,السليمانية,Sulaymaniyah,Iraq,35.56842000,45.40245000,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""Konkan Cafe"", ""phone"": ""+9647501079370"", ""_extra"": {""all_phones"": [""+9647501079370""]}, ""amenity"": ""cafe"", ""addr:city"": ""السليمانية"", ""addr:full"": ""Bakhtyary"", ""addr:country"": ""IQ"", ""addr:province"": ""محافظة السليمانية""}",konkan cafe,+9647501079370,bakhtyary,,,,,,phone:+9647501079370,70,50,2026-04-02 11:32:20.06+00,true,false
fd8bd803-892b-4d62-9322-3f709845e9d7,ريترو كافي,Retro café,+9647707707891,,,,Sulaymaniyah,Sulaymaniyah,Iraq,35.57110720,45.39986260,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""ريترو كافي"", ""phone"": ""07707707891"", ""_extra"": {""name_ku"": ""ڕێترۆ کافێ"", ""all_phones"": [""07707707891""], ""opening_hours"": ""Mo-Su 08:00-12:00""}, ""amenity"": ""cafe"", ""name:en"": ""Retro café"", ""name:ku"": ""ڕێترۆ کافێ"", ""opening_hours"": ""Mo-Su 08:00-12:00"", ""internet_access"": ""wlan""}",رىترو كافى,+9647707707891,,,,,,,phone:+9647707707891,55,50,2026-04-02 11:32:20.06+00,true,false
878e010b-3fbe-40ae-b2a7-26f5f45d773f,Retro Café,,+9647707707867,,,Bakhtyary,السليمانية,Sulaymaniyah,Iraq,35.57125100,45.39965800,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""Retro Café"", ""phone"": ""+9647707707867"", ""_extra"": {""all_phones"": [""+9647707707867""]}, ""amenity"": ""cafe"", ""addr:city"": ""السليمانية"", ""addr:full"": ""Bakhtyary"", ""addr:country"": ""IQ"", ""addr:province"": ""محافظة السليمانية""}",retro café,+9647707707867,bakhtyary,,,,,,phone:+9647707707867,70,50,2026-04-02 11:32:20.06+00,true,false
