id,name,name_en,phone,website,email,address,city,governorate,country,latitude,longitude,category,subcategory,type,facebook,instagram,fsq_id,external_id,source,data_quality,verified,created_at,updated_at,scraped_at,search_tags,raw_data
013d1aee-2f3f-45b7-ba61-b5ad2b632064,مارکێتی میوان,,,,,قضاء أربيل,أربيل,Erbil,Iraq,36.16090810,44.07129580,Shop/Retail,shop,,,,osm_node_5365638622,osm_node_5365638622,osm,partial,false,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,,"{""name"": ""مارکێتی میوان"", ""shop"": ""supermarket"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": []}, ""name:ar"": ""ميوان ماركت"", ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001""}"
019d5625-8048-4389-ba6e-3b3d77c61492,بي تو بي - B2B,,,,,المنصور,بغداد,Baghdad,Iraq,33.32094510,44.35257910,Restaurant,restaurant,,,,,,osm,real,false,2026-04-02 19:30:05.185802+00,2026-04-02 19:30:05.185802+00,2026-04-02 19:30:05.185802+00,,"{""name"": ""بي تو بي - B2B"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""المنصور"", ""addr:neighbourhood:en"": ""Al-Mansoor""}"
01fff621-22c0-415f-8b19-6f411ca185f9,ديكو لايت,decolight,+9647504544631,,,"جادەی سورچیان, قضاء أربيل",أربيل,Erbil,Iraq,36.20294230,44.01600630,Shop/Retail,shop,,,,osm_node_9102966417,osm_node_9102966417,osm,real,false,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,,"{""name"": ""ديكو لايت"", ""shop"": ""electronics"", ""phone"": ""9647504544631"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": [""9647504544631""], ""opening_hours"": ""Sa-Th 09:00-20:00""}, ""name:en"": ""decolight"", ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:street"": ""جادەی سورچیان"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001"", ""opening_hours"": ""Sa-Th 09:00-20:00""}"
0201282b-3f47-4bf2-bfb4-e8fef0551661,آرماني,Armani,,,,قضاء أربيل,أربيل,Erbil,Iraq,36.19312080,43.96630830,Cafe,cafe,,,,,,osm,real,false,2026-04-02 12:21:57.497447+00,2026-04-02 12:21:57.497447+00,2026-04-02 12:21:57.497447+00,,"{""name"": ""آرماني"", ""_extra"": {""name_ku"": ""ئارمانی"", ""postcode"": ""44001"", ""all_phones"": []}, ""amenity"": ""cafe"", ""name:en"": ""Armani"", ""name:ku"": ""ئارمانی"", ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001""}"
023c428f-c6a9-4c73-9105-f187fd8fb6fd,تشيزا,,,,,الأعظمية,بغداد,Baghdad,Iraq,33.37612710,44.36538040,Restaurant,restaurant,,,,,,osm,real,false,2026-04-02 19:30:13.788806+00,2026-04-02 19:30:13.788806+00,2026-04-02 19:30:13.788806+00,,"{""name"": ""تشيزا"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""الأعظمية"", ""addr:neighbourhood:en"": ""Adhamiya""}"
02482141-9cbb-4ab9-acf3-7cffda813947,لحم بعجين وبيتزا العامرية,,,,,العامرية,بغداد,Baghdad,Iraq,33.29732070,44.29864000,Restaurant,restaurant,,,,,,osm,real,false,2026-04-02 19:30:00.031085+00,2026-04-02 19:30:00.031085+00,2026-04-02 19:30:00.031085+00,,"{""name"": ""لحم بعجين وبيتزا العامرية"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""العامرية"", ""addr:neighbourhood:en"": ""Al-Ameryia""}"
0267d332-a733-478b-ae9f-42caa20fc5d4,ريبين,,,,,,Erbil,Erbil,Iraq,36.19550430,43.95628780,Shop/Retail,shop,,,,osm_node_8226595329,osm_node_8226595329,osm,partial,false,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,,"{""name"": ""ريبين"", ""shop"": ""supermarket"", ""_extra"": {""all_phones"": []}}"
02748e93-d0eb-4335-b455-5ba0c6f36676,شۆو مارکێت,Show Market,,,,"شەقامی کەرکووک, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Iraq,36.14715250,44.01869490,Shop/Retail,shop,,,,osm_way_1179701251,osm_way_1179701251,osm,partial,false,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,,"{""name"": ""شۆو مارکێت"", ""shop"": ""supermarket"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": []}, ""name:ar"": ""شوو ماركيت"", ""name:en"": ""Show Market"", ""alt_name"": ""مارکێتی شۆو"", ""building"": ""yes"", ""stroller"": ""yes"", ""addr:city"": ""هەولێر"", ""addr:state"": ""کوردستان"", ""diet:halal"": ""yes"", ""roof:shape"": ""gabled"", ""wheelchair"": ""yes"", ""addr:street"": ""شەقامی کەرکووک"", ""alt_name:ar"": ""شو ماركت"", ""diet:kosher"": ""no"", ""addr:country"": ""IQ"", ""payment:cash"": ""yes"", ""addr:district"": ""شارۆچکەی ناوەندیی هەولێر"", ""addr:postcode"": ""44001"", ""addr:province"": ""پارێزگای هەولێر"", ""payment:notes"": ""yes"", ""building:levels"": ""1"", ""air_conditioning"": ""yes"", ""payment:debit_cards"": ""no"", ""payment:credit_cards"": ""no""}"
0278d812-6ed8-41d3-9956-709061a6508c,dahat,,,,,قضاء أربيل,أربيل,Erbil,Iraq,36.14989770,44.01398370,Cafe,cafe,,,,,,osm,real,false,2026-04-02 12:21:56.951869+00,2026-04-02 12:21:56.951869+00,2026-04-02 12:21:56.951869+00,,"{""name"": ""dahat"", ""shop"": ""bakery"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": []}, ""name:ar"": ""dahat"", ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001""}"
028011fe-4a7d-4628-a961-9666daebdea3,کەی مارکێت,Kmarket,,,,"شەقامی کۆنی بەحرکە, قضاء أربيل",أربيل,Erbil,Iraq,36.21123380,44.01049160,Shop/Retail,shop,,,,osm_node_9859166217,osm_node_9859166217,osm,partial,false,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,,"{""name"": ""کەی مارکێت"", ""shop"": ""supermarket"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": []}, ""name:en"": ""Kmarket"", ""name:ckb"": ""کەی مارکێت"", ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:street"": ""شەقامی کۆنی بەحرکە"", ""addr:country"": ""IQ"", ""payment:cash"": ""yes"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001""}"
02961357-3cd2-4e70-ab10-8439d6f62237,نانەواخانەی نوور,Noor Bakery,+9647707658088,,,62 Yalmaz Gonai,Sulaymaniyah,Sulaymaniyah,Iraq,35.53077340,45.43971080,Cafe,cafe,,,,,,osm,real,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""نانەواخانەی نوور"", ""shop"": ""bakery"", ""phone"": ""07707658088"", ""_extra"": {""all_phones"": [""07707658088""], ""opening_hours"": ""Sa-Th 09:00-18:00""}, ""name:en"": ""Noor Bakery"", ""addr:street"": ""62 Yalmaz Gonai"", ""opening_hours"": ""Sa-Th 09:00-18:00""}"
02a7a73f-b5c0-4ba4-bfec-aa4215fb6f1e,مطعم فرساي,,,,,المنصور,بغداد,Baghdad,Iraq,33.31389740,44.33801830,Restaurant,restaurant,,,,,,osm,real,false,2026-04-02 19:30:03.79537+00,2026-04-02 19:30:03.79537+00,2026-04-02 19:30:03.79537+00,,"{""name"": ""مطعم فرساي"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""المنصور"", ""addr:neighbourhood:en"": ""Al-Mansoor""}"
02ea1275-e02f-4c8b-8960-3c983d93c2d4,ست الشام مول القاهرة,,,,,الأعظمية,بغداد,Baghdad,Iraq,33.37428750,44.39069280,Restaurant,restaurant,,,,,,osm,real,false,2026-04-02 19:30:14.705328+00,2026-04-02 19:30:14.705328+00,2026-04-02 19:30:14.705328+00,,"{""name"": ""ست الشام مول القاهرة"", ""_extra"": {""all_phones"": []}, ""amenity"": ""fast_food"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""الأعظمية"", ""addr:neighbourhood:en"": ""Adhamiya""}"
02eb167d-75a3-4867-9045-82f2f26a866c,HAWKAR GROUP,,+9647507587799,,hawkar.group.co@gmail.com,"Kuran Maghmur street , Irbil ,iraq, قضاء أربيل",أربيل,Erbil,Iraq,36.16273370,43.99432790,Shop/Retail,shop,,,,osm_node_7951351185,osm_node_7951351185,osm,real,false,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,,"{""name"": ""HAWKAR GROUP"", ""shop"": ""electronics"", ""email"": ""hawkar.group.co@gmail.com"", ""phone"": ""+9647507587799"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": [""+9647507587799""], ""opening_hours"": ""Sa-Th 09:00-19:00""}, ""name:ckb"": ""هاوکار گروپ"", ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:street"": ""Kuran Maghmur street , Irbil ,iraq"", ""addr:country"": ""IQ"", ""payment:cash"": ""yes"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001"", ""opening_hours"": ""Sa-Th 09:00-19:00""}"
03194f04-5c03-4da5-b485-6ad88e64db40,سەموونخانەی ئاوا,Awa bakery,,,,,سلێمانی,Sulaymaniyah,Iraq,35.56286250,45.40751010,Cafe,cafe,,,,,,osm,partial,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""سەموونخانەی ئاوا"", ""shop"": ""bakery"", ""_extra"": {""name_ku"": ""سه موونخانه ى ئاوا"", ""all_phones"": []}, ""name:en"": ""Awa bakery"", ""name:ku"": ""سه موونخانه ى ئاوا"", ""addr:city"": ""سلێمانی""}"
031a8bc0-7c54-459a-9731-edb5ecd3a9e8,باجة الحاتي - حي الجامعة,,,,,المنصور,بغداد,Baghdad,Iraq,33.32875750,44.32493320,Restaurant,restaurant,,,,,,osm,real,false,2026-04-02 19:30:03.79537+00,2026-04-02 19:30:03.79537+00,2026-04-02 19:30:03.79537+00,,"{""name"": ""باجة الحاتي - حي الجامعة"", ""_extra"": {""all_phones"": []}, ""amenity"": ""restaurant"", ""addr:city"": ""بغداد"", ""addr:country"": ""IQ"", ""addr:neighbourhood"": ""المنصور"", ""addr:neighbourhood:en"": ""Al-Mansoor""}"
03238534-4a97-483a-94a4-ae62131e057f,مقهى ومطعم درهم,,,,,شارع دينار,Basra,Basra,Iraq,30.52879140,47.81639600,Cafe,cafe,,,,osm_node_8349558319,osm_node_8349558319,osm,partial,false,2026-04-02 14:58:44.408976+00,2026-04-02 14:58:44.408976+00,2026-04-02 14:58:44.408976+00,,"{""name"": ""مقهى ومطعم درهم"", ""_extra"": {""all_phones"": []}, ""amenity"": ""cafe"", ""addr:street"": ""شارع دينار"", ""internet_access"": ""wlan""}"
0324a1d5-8b36-41a6-a16c-b3949253012b,halam,Halam,,,,"40 Meter Road, قضاء أربيل",أربيل,Erbil,Iraq,36.20885350,44.03564600,Cafe,cafe,,,,,,osm,real,false,2026-04-02 12:21:58.015645+00,2026-04-02 12:21:58.015645+00,2026-04-02 12:21:58.015645+00,,"{""name"": ""halam"", ""_extra"": {""name_ku"": ""Alam"", ""postcode"": ""44001"", ""all_phones"": []}, ""amenity"": ""cafe"", ""name:ar"": ""العلم"", ""name:en"": ""Halam"", ""name:ku"": ""Alam"", ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:street"": ""40 Meter Road"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001""}"
03305560-d929-4233-a40f-9653d33c4170,داریو کافیە,Dario Cafe,,,,,Sulaymaniyah,Sulaymaniyah,Iraq,35.56155100,45.42839490,Cafe,cafe,,,,,,osm,partial,false,2026-04-02 11:32:20.446875+00,2026-04-02 11:32:20.446875+00,2026-04-02 11:32:20.446875+00,,"{""name"": ""داریو کافیە"", ""_extra"": {""name_ku"": ""داریۆ کافێ"", ""all_phones"": []}, ""amenity"": ""cafe"", ""name:en"": ""Dario Cafe"", ""name:ku"": ""داریۆ کافێ""}"
0342c5e8-28f1-493f-aff9-de19166baba3,مارکێتی ڤیو,,,,,"شەقامی ڕەمزی نافع, قضاء أربيل",أربيل,Erbil,Iraq,36.20901290,43.98199970,Shop/Retail,shop,,,,osm_node_6592743533,osm_node_6592743533,osm,partial,false,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,,"{""name"": ""مارکێتی ڤیو"", ""shop"": ""supermarket"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": []}, ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:street"": ""شەقامی ڕەمزی نافع"", ""addr:country"": ""IQ"", ""payment:cash"": ""yes"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001""}"
0342d6a0-4dcd-4c33-8bef-33e43b05186e,كافيه اوبوفيه,Cafe Awbufiyah,,,,قضاء أربيل,أربيل,Erbil,Iraq,36.22644550,43.99190180,Cafe,cafe,,,,,,osm,real,false,2026-04-02 12:21:58.015645+00,2026-04-02 12:21:58.015645+00,2026-04-02 12:21:58.015645+00,,"{""name"": ""كافيه اوبوفيه"", ""_extra"": {""postcode"": ""44003"", ""all_phones"": []}, ""amenity"": ""cafe"", ""name:en"": ""Cafe Awbufiyah"", ""addr:city"": ""أربيل"", ""addr:town"": ""عنكاوا"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44003"", ""addr:subdistrict"": ""ناحية عنكاوا""}"
03598c1b-f8c5-41d1-93eb-0c1fbb9be9f1,ماس مۆدە,,+9647504531319,,,"شەقامی شێخی چۆلی, قضاء أربيل",أربيل,Erbil,Iraq,36.18745390,44.00984870,Shop/Retail,shop,,,,osm_node_10027650420,osm_node_10027650420,osm,real,false,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,,"{""name"": ""ماس مۆدە"", ""shop"": ""clothes"", ""phone"": ""+964 750 453 1319"", ""_extra"": {""postcode"": ""44001"", ""all_phones"": [""+964 750 453 1319""], ""opening_hours"": ""08:00-21:00""}, ""clothes"": ""wedding"", ""addr:city"": ""أربيل"", ""addr:state"": ""محافظة أربيل"", ""addr:street"": ""شەقامی شێخی چۆلی"", ""addr:country"": ""IQ"", ""payment:cash"": ""yes"", ""addr:district"": ""قضاء أربيل"", ""addr:postcode"": ""44001"", ""opening_hours"": ""08:00-21:00""}"
035f9686-c056-498f-a76f-3d289b9bc4db,سەمونخانەی سۆما,,,,,,Sulaymaniyah,Sulaymaniyah,Iraq,35.54425030,45.40096330,Cafe,cafe,,,,,,osm,partial,false,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,2026-04-02 11:32:19.844213+00,,"{""name"": ""سەمونخانەی سۆما"", ""shop"": ""bakery"", ""_extra"": {""all_phones"": []}}"
03823c76-f8b8-42cb-8eab-1f444534da2f,mobile pasha phone,,,,,zelan ste mzgawte tabaee,أربيل,Erbil,Iraq,36.19082000,44.08254200,Shop/Retail,shop,,,,osm_node_11657146933,osm_node_11657146933,osm,partial,false,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,2026-04-02 08:33:20.356433+00,,"{""name"": ""mobile pasha phone"", ""shop"": ""mobile_phone"", ""_extra"": {""all_phones"": []}, ""addr:city"": ""أربيل"", ""addr:full"": ""zelan ste mzgawte tabaee"", ""addr:state"": ""محافظة أربيل"", ""addr:country"": ""IQ""}"
0384df91-e5ae-4ec7-82f1-fc79c5f24a3a,وەستا عەلی,,,,,"34, 33 Shekh Salam",سلێمانی,Sulaymaniyah,Iraq,35.53239050,45.45851990,Restaurant,restaurant,,,,osm_way_912160833,osm_way_912160833,osm,partial,false,2026-04-02 16:34:53.314024+00,2026-04-02 16:34:53.314024+00,2026-04-02 16:34:53.314024+00,,"{""name"": ""وەستا عەلی"", ""_extra"": {""cuisine"": ""chicken;kebab;برنج_و_شلە"", ""all_phones"": [], ""opening_hours"": ""Mo-Sa 08:00-20:00""}, ""amenity"": ""restaurant"", ""cuisine"": ""chicken;kebab;برنج_و_شلە"", ""building"": ""yes"", ""addr:city"": ""سلێمانی"", ""addr:street"": ""33 Shekh Salam"", ""opening_hours"": ""Mo-Sa 08:00-20:00"", ""addr:housenumber"": ""34""}"
