address,admissions_email,admissions_page,category,city,completeness_score,contact_page,country,coverImage,created_at,data_last_verified_date,data_quality,dedupe_key,description,descriptionAr,descriptionKu,detected_language,directions_link,distance,district,email,external_id,facebook,foursquare_category,fsq_id,governorate,governorate_seed,id,imageUrl,instagram,institution_id,institution_name,institution_type,isFeatured,isPremium,isVerified,is_active,is_published,is_suspicious,last_seen_at,lat,latitude,linkedin,lng,longitude,main_email,main_phone,maps_link,maps_url,name,nameAr,nameKu,name_ar,name_en,name_ku,needs_review,normalized_address,normalized_facebook,normalized_instagram,normalized_name,normalized_phone,normalized_website,notes,official_source_1,official_source_2,official_source_3,official_website,openHours,original_name,original_phone,phone,phone_status,priceRange,public_private,rating,raw_data,registrar_email,registrar_page,reviewCount,scraped_at,search_tags,source,source_confidence,source_file,status,subcategory,tags,telegram,translated_name,type,updated_at,user_category,verification_status,verified,website,whatsapp,whatsapp_public_link,x_twitter,youtube,﻿name
"Street 21, Sulaymaniyah City, Sulaymaniyah",,,electronics,Sulaymaniyah City,,,,,,,,,,,,,,,,,,,,,,,0079b313-271e-4e9a-b734-c994483643af,,,,,,false,false,false,,,False,,,,,,,,,,,Tech City Baghdad 4 - Sulaymaniyah City,,,,,,,,,,,079018619003,,,,,,,,,079018619003,079018619003,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 7, Al-Jubba, Karbala",,,pharmacy,Al-Jubba,,,,,,,,,,,,,,,,,,,,,,,0087e516-15ff-46ad-8424-f3cd9760e82f,,,,,,false,false,false,,,False,,,,,,,,,,,Erbil Pharmacy - Al-Jubba,,,,,,,,,,,078119219929,,,,,,,,,078119219929,078119219929,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 20, Smawa, Dhi Qar",,,restaurant,Smawa,,,,,,,,,,,,,,,,,,,,,,,00884fd6-2052-4e2f-baf2-6729a958735b,,,,,,false,false,false,,,False,,,,,,,,,,,Karrada Grill 3 - Smawa,,,,,,,,,,,079023514835,,,,,,,,,079023514835,079023514835,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 1, Kirkuk City, Kirkuk",,,school,Kirkuk City,,,,,,,,,,,,,,,,,,,,,,,00927551-4f2c-4365-8a6e-0621df338142,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Mustansiriya School - Kirkuk City,,,,,,,,,,,079038637511,,,,,,,,,079038637511,079038637511,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Halabja, Sulaymaniyah",,,clothes,Halabja,,,,,,,,,,,,,,,,,,,,,,,009415a8-18fb-4b4d-a9ac-1a2758f4553f,,,,,,false,false,false,,,False,,,,,,,,,,,Erbil Fashion - Halabja,,,,,,,,,,,079022408603,,,,,,,,,079022408603,079022408603,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 8, Rabiya, Mosul",,,bus_station,Rabiya,,,,,,,,,,,,,,,,,,,,,,,0098e76d-4d84-4924-ae87-83f1fba51917,,,,,,false,false,false,,,True,,,,,,,,,,,Kirkuk Terminal - Rabiya,,,,,,,,,,,079038315574,,,,,,,,,079038315574,079038315574,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 23, Al-Hayy, Wasit",,,cafe,Al-Hayy,,,,,,,,,,,,,,,,,,,,,,,00a20b49-ac86-4708-8ad9-dba4d334acb9,,,,,,false,false,false,,,True,,,,,,,,,,,Al-Zawraa Cafe 4 - Al-Hayy,,,,,,,,,,,078012304903,,,,,,,,,078012304903,078012304903,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Muqdadiyah, Diyala",,,mosque,Muqdadiyah,,,,,,,,,,,,,,,,,,,,,,,00ababe7-35ae-4072-b129-39f687bc132e,,,,,,false,false,false,,,False,,,,,,,,,,,Imam Ali Shrine - Muqdadiyah,,,,,,,,,,,078219011911,,,,,,,,,078219011911,078219011911,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 18, Bardarash, Dohuk",,,hospital,Bardarash,,,,,,,,,,,,,,,,,,,,,,,00ad95b2-99b5-450e-b323-d2d594609e3d,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Wasiti Hospital 3 - Bardarash,,,,,,,,,,,078219833510,,,,,,,,,078219833510,078219833510,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 22, Al-Aziziyah, Wasit",,,bus_station,Al-Aziziyah,,,,,,,,,,,,,,,,,,,,,,,00b4cb53-e686-4cf9-8de0-b196a279a6ea,,,,,,false,false,false,,,False,,,,,,,,,,,Basra Transport Hub 4 - Al-Aziziyah,,,,,,,,,,,078113581838,,,,,,,,,078113581838,078113581838,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Manathira, Najaf",,,school,Manathira,,,,,,,,,,,,,,,,,,,,,,,00c57625-b6de-49a4-8bbc-09e4986414cf,,,,,,false,false,false,,,True,,,,,,,,,,,Erbil International School - Manathira,,,,,,,,,,,079045846583,,,,,,,,,079045846583,079045846583,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 1, Nasiriyah, Dhi Qar",,,gym,Nasiriyah,,,,,,,,,,,,,,,,,,,,,,,00c72b2c-85a1-4656-bd96-75526096e4c1,,,,,,false,false,false,,,True,,,,,,,,,,,Iron Body Gym - Nasiriyah,,,,,,,,,,,079046320419,,,,,,,,,079046320419,079046320419,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 15, Al-Karkh, Baghdad",,,bank,Al-Karkh,,,,,,,,,,,,,,,,,,,,,,,00d837b2-37ba-4c86-93d0-58d859d632c4,,,,,,false,false,false,,,True,,,,,,,,,,,National Bank of Iraq 3 - Al-Karkh,,,,,,,,,,,078016775424,,,,,,,,,078016775424,078016775424,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 7, Al-Tar, Dhi Qar",,,cafe,Al-Tar,,,,,,,,,,,,,,,,,,,,,,,00dcab65-6ee5-4c25-9d7b-16253bd711ad,,,,,,false,false,false,,,False,,,,,,,,,,,Erbil Espresso - Al-Tar,,,,,,,,,,,078005081576,,,,,,,,,078005081576,078005081576,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Baiji, Saladin",,,supermarket,Baiji,,,,,,,,,,,,,,,,,,,,,,,00e7ec2a-d25f-4ad0-9a10-39a938c4f063,,,,,,false,false,false,,,False,,,,,,,,,,,Spinneys Baghdad - Baiji,,,,,,,,,,,078003650507,,,,,,,,,078003650507,078003650507,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 13, Al-Hamza, Qadisiyyah",,,bank,Al-Hamza,,,,,,,,,,,,,,,,,,,,,,,00e89210-82d6-41b0-bc44-dc2eba1321b1,,,,,,false,false,false,,,False,,,,,,,,,,,Rafidain Bank 3 - Al-Hamza,,,,,,,,,,,079015514571,,,,,,,,,079015514571,079015514571,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 15, Mandali, Diyala",,,restaurant,Mandali,,,,,,,,,,,,,,,,,,,,,,,00facd99-a244-4009-b9c9-b4e68cae9abe,,,,,,false,false,false,,,False,,,,,,,,,,,Dijla Restaurant 3 - Mandali,,,,,,,,,,,078016839257,,,,,,,,,078016839257,078016839257,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 9, Al-Mishraq, Najaf",,,gym,Al-Mishraq,,,,,,,,,,,,,,,,,,,,,,,01124759-6526-4e72-8d35-3e24a94eead6,,,,,,false,false,false,,,False,,,,,,,,,,,Elite Gym - Al-Mishraq,,,,,,,,,,,079029117626,,,,,,,,,079029117626,079029117626,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 20, Pirde, Erbil",,,bank,Pirde,,,,,,,,,,,,,,,,,,,,,,,0114686d-c656-49b8-b8c9-abba69be6e75,,,,,,false,false,false,,,False,,,,,,,,,,,Commercial Bank 3 - Pirde,,,,,,,,,,,078013357530,,,,,,,,,078013357530,078013357530,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 20, Darband-i-Khan, Halabja",,,school,Darband-i-Khan,,,,,,,,,,,,,,,,,,,,,,,0118abcb-fdc2-403b-b75d-ee31f705e7bf,,,,,,false,false,false,,,False,,,,,,,,,,,Progress Academy 3 - Darband-i-Khan,,,,,,,,,,,079049086252,,,,,,,,,079049086252,079049086252,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 7, Sayed Sadiq, Maysan",,,furniture,Sayed Sadiq,,,,,,,,,,,,,,,,,,,,,,,011e3244-2cd4-4ff2-b3d6-a099e8c699ff,,,,,,false,false,false,,,False,,,,,,,,,,,Home Center - Sayed Sadiq,,,,,,,,,,,077028117188,,,,,,,,,077028117188,077028117188,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 8, Dora, Baghdad",,,cafe,Dora,,,,,,,,,,,,,,,,,,,,,,,011ef4d1-afde-4e95-bb0e-c4c78644f3a8,,,,,,false,false,false,,,False,,,,,,,,,,,Basra Cafe - Dora,,,,,,,,,,,079012659398,,,,,,,,,079012659398,079012659398,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 7, Al-Tar, Dhi Qar",,,pharmacy,Al-Tar,,,,,,,,,,,,,,,,,,,,,,,01215bd5-519d-4f2c-8361-5efe1415102f,,,,,,false,false,false,,,False,,,,,,,,,,,Erbil Pharmacy - Al-Tar,,,,,,,,,,,079035158884,,,,,,,,,079035158884,079035158884,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 15, Al-Azizia, Wasit",,,supermarket,Al-Azizia,,,,,,,,,,,,,,,,,,,,,,,01242f34-2933-4dcd-a665-783ecd4e452a,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Rasheed Supermarket 3 - Al-Azizia,,,,,,,,,,,078002660520,,,,,,,,,078002660520,078002660520,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 17, Khanaqin, Diyala",,,clothes,Khanaqin,,,,,,,,,,,,,,,,,,,,,,,013da398-62dd-4df7-8800-80257eb0f429,,,,,,false,false,false,,,True,,,,,,,,,,,Al-Karrada Fashion 3 - Khanaqin,,,,,,,,,,,078014954502,,,,,,,,,078014954502,078014954502,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 1, Karbala City, Karbala",,,gym,Karbala City,,,,,,,,,,,,,,,,,,,,,,,01437be4-0f35-4a68-be88-53ff3da9342d,,,,,,false,false,false,,,False,,,,,,,,,,,Iron Body Gym - Karbala City,,,,,,,,,,,079029750430,,,,,,,,,079029750430,079029750430,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 13, Faw, Basra",,,bank,Faw,,,,,,,,,,,,,,,,,,,,,,,014e2ce3-9cd2-4b84-80f5-fde2aeb843fd,,,,,,false,false,false,,,False,,,,,,,,,,,Rafidain Bank 3 - Faw,,,,,,,,,,,079028511349,,,,,,,,,079028511349,079028511349,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 15, Shinafiyah, Qadisiyyah",,,clothes,Shinafiyah,,,,,,,,,,,,,,,,,,,,,,,015be137-7b42-49a9-9744-e314296688e8,,,,,,false,false,false,,,True,,,,,,,,,,,Style Center 3 - Shinafiyah,,,,,,,,,,,077027570850,,,,,,,,,077027570850,077027570850,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 1, Karrada, Baghdad",,,bus_station,Karrada,,,,,,,,,,,,,,,,,,,,,,,01834f53-e901-4a0e-ab88-648647b61564,,,,,,false,false,false,,,False,,,,,,,,,,,Baghdad Central Bus Station - Karrada,,,,,,,,,,,079047156874,,,,,,,,,079047156874,079047156874,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 4, Shirqat, Saladin",,,hotel,Shirqat,,,,,,,,,,,,,,,,,,,,,,,01844797-210b-4e9c-a8c0-37396d20d76d,,,,,,false,false,false,,,False,,,,,,,,,,,Baghdad Hilton - Shirqat,,,,,,,,,,,079032260317,,,,,,,,,079032260317,079032260317,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 6, Semel, Dohuk",,,mosque,Semel,,,,,,,,,,,,,,,,,,,,,,,018f6c2e-d465-46e4-8872-6f06dddc4ef9,,,,,,false,false,false,,,False,,,,,,,,,,,Erbil Grand Mosque - Semel,,,,,,,,,,,079049218154,,,,,,,,,079049218154,079049218154,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 12, Shaqlawa, Erbil",,,hotel,Shaqlawa,,,,,,,,,,,,,,,,,,,,,,,0191947f-01ab-4857-98d3-9869be5b5783,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Rasheed Hotel 3 - Shaqlawa,,,,,,,,,,,079014346249,,,,,,,,,079014346249,079014346249,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 19, Al-Sadda, Babil",,,mosque,Al-Sadda,,,,,,,,,,,,,,,,,,,,,,,0194a316-dd30-45ed-a4db-3986a4d3a6ee,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Tawbah Mosque 3 - Al-Sadda,,,,,,,,,,,079015346838,,,,,,,,,079015346838,079015346838,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 2, Ain al-Tamur, Karbala",,,hotel,Ain al-Tamur,,,,,,,,,,,,,,,,,,,,,,,01a58529-ef58-4cab-95b8-4a2404c97d26,,,,,,false,false,false,,,False,,,,,,,,,,,Al-Rasheed Hotel - Ain al-Tamur,,,,,,,,,,,079011734847,,,,,,,,,079011734847,079011734847,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 7, Raniya, Halabja",,,hospital,Raniya,,,,,,,,,,,,,,,,,,,,,,,01ad45d3-f5a6-4ad5-9ae9-fb2bd2a02219,,,,,,false,false,false,,,True,,,,,,,,,,,Ibn Sina Hospital - Raniya,,,,,,,,,,,078018048012,,,,,,,,,078018048012,078018048012,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 9, Krmat Ali, Dhi Qar",,,clothes,Krmat Ali,,,,,,,,,,,,,,,,,,,,,,,01bc8582-7fd9-476a-b64e-7d4aa790facb,,,,,,false,false,false,,,False,,,,,,,,,,,Trend Store - Krmat Ali,,,,,,,,,,,079036379432,,,,,,,,,079036379432,079036379432,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 7, Kalar, Sulaymaniyah",,,restaurant,Kalar,,,,,,,,,,,,,,,,,,,,,,,01cda838-e449-49b4-9366-a8e9273b2e45,,,,,,false,false,false,,,False,,,,,,,,,,,Babylon Restaurant - Kalar,,,,,,,,,,,077017423273,,,,,,,,,077017423273,077017423273,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 6, Deralok, Zakho",,,school,Deralok,,,,,,,,,,,,,,,,,,,,,,,01dc74b7-7589-4ac8-95f0-a89c08b954e3,,,,,,false,false,false,,,False,,,,,,,,,,,Future Academy - Deralok,,,,,,,,,,,078017414281,,,,,,,,,078017414281,078017414281,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 2, Rania, Sulaymaniyah",,,bus_station,Rania,,,,,,,,,,,,,,,,,,,,,,,01fefdc8-53b5-4086-b13c-3bd0d7b9ea60,,,,,,false,false,false,,,False,,,,,,,,,,,Basra Transport Hub - Rania,,,,,,,,,,,077027463395,,,,,,,,,077027463395,077027463395,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 19, Krmat Ali, Dhi Qar",,,furniture,Krmat Ali,,,,,,,,,,,,,,,,,,,,,,,0203cb0b-d5bb-4d62-89d2-4646f07eab6d,,,,,,false,false,false,,,False,,,,,,,,,,,Luxury Decor 3 - Krmat Ali,,,,,,,,,,,079045437035,,,,,,,,,079045437035,079045437035,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 19, Sangasar, Halabja",,,electronics,Sangasar,,,,,,,,,,,,,,,,,,,,,,,0210b65e-fb9e-47b0-8603-cb3513661d2a,,,,,,false,false,false,,,False,,,,,,,,,,,Digital World 3 - Sangasar,,,,,,,,,,,078113629143,,,,,,,,,078113629143,078113629143,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Al-Shatrah, Dhi Qar",,,clothes,Al-Shatrah,,,,,,,,,,,,,,,,,,,,,,,02192d58-6a16-444e-b326-f97f09e97d5e,,,,,,false,false,false,,,False,,,,,,,,,,,Erbil Fashion - Al-Shatrah,,,,,,,,,,,079049258064,,,,,,,,,079049258064,079049258064,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 12, Hawija, Kirkuk",,,hospital,Hawija,,,,,,,,,,,,,,,,,,,,,,,0230a9b1-8da2-4a57-b310-85e06ce11130,,,,,,false,false,false,,,False,,,,,,,,,,,Baghdad Medical Center 3 - Hawija,,,,,,,,,,,079049384698,,,,,,,,,079049384698,079049384698,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 3, Sinjar, Mosul",,,bus_station,Sinjar,,,,,,,,,,,,,,,,,,,,,,,0239a2a2-3515-4d36-a8a5-961180d68dc0,,,,,,false,false,false,,,True,,,,,,,,,,,Erbil Bus Terminal - Sinjar,,,,,,,,,,,077016565889,,,,,,,,,077016565889,077016565889,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 11, Baquba, Diyala",,,furniture,Baquba,,,,,,,,,,,,,,,,,,,,,,,024c6d53-e6e5-4612-8ff6-4cb4fdd9c3ff,,,,,,false,false,false,,,False,,,,,,,,,,,Baghdad Furniture 3 - Baquba,,,,,,,,,,,079019157383,,,,,,,,,079019157383,079019157383,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 10, Sawa, Babil",,,electronics,Sawa,,,,,,,,,,,,,,,,,,,,,,,024d8e3d-d345-4f2f-93aa-4515b33fff05,,,,,,false,false,false,,,False,,,,,,,,,,,Byte Store - Sawa,,,,,,,,,,,078009751062,,,,,,,,,078009751062,078009751062,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 4, Akre, Dohuk",,,hotel,Akre,,,,,,,,,,,,,,,,,,,,,,,02519a05-05cd-432c-baf4-07382bf64116,,,,,,false,false,false,,,False,,,,,,,,,,,Baghdad Hilton - Akre,,,,,,,,,,,079049663499,,,,,,,,,079049663499,079049663499,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 11, Karrada, Baghdad",,,clothes,Karrada,,,,,,,,,,,,,,,,,,,,,,,025e8e7b-e566-43fd-a129-5cd7ce1f048f,,,,,,false,false,false,,,False,,,,,,,,,,,Fashion House Baghdad 3 - Karrada,,,,,,,,,,,079016692288,,,,,,,,,079016692288,079016692288,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 24, Al-Qaim, Anbar",,,supermarket,Al-Qaim,,,,,,,,,,,,,,,,,,,,,,,0260b5f3-b1ef-44db-afea-9a072a14c6e9,,,,,,false,false,false,,,False,,,,,,,,,,,Metro Market 4 - Al-Qaim,,,,,,,,,,,077021689424,,,,,,,,,077021689424,077021689424,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 1, Baquba, Diyala",,,gym,Baquba,,,,,,,,,,,,,,,,,,,,,,,026d3c96-3850-4422-b9b0-626a9706a458,,,,,,false,false,false,,,False,,,,,,,,,,,Iron Body Gym - Baquba,,,,,,,,,,,079036195545,,,,,,,,,079036195545,079036195545,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 5, Mandali, Diyala",,,clothes,Mandali,,,,,,,,,,,,,,,,,,,,,,,02777914-1c7e-4c66-9d5c-2584f862f343,,,,,,false,false,false,,,False,,,,,,,,,,,Style Center - Mandali,,,,,,,,,,,077025024652,,,,,,,,,077025024652,077025024652,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 11, Tikrit, Saladin",,,electronics,Tikrit,,,,,,,,,,,,,,,,,,,,,,,028d16c3-2881-4f43-86f8-24c5533b9485,,,,,,false,false,false,,,False,,,,,,,,,,,Tech City Baghdad 3 - Tikrit,,,,,,,,,,,077019838617,,,,,,,,,077019838617,077019838617,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
"Street 5, Duluiyah, Saladin",,,cafe,Duluiyah,,,,,,,,,,,,,,,,,,,,,,,0291e120-beff-4ef1-b2e5-271db6e653f9,,,,,,false,false,false,,,False,,,,,,,,,,,Tigris Brew - Duluiyah,,,,,,,,,,,078117033664,,,,,,,,,078117033664,078117033664,invalid,,,0,,,,0,,,,,businesses_NO_STATUS.csv,,,{},,,,,,,,,,,,,
