name,name_en,phone,website,email,address,city,governorate,category,subcategory,latitude,longitude,facebook,instagram,data_quality,verified,source
Ismail dukandar,,+9647511077628,,ammar.habeeb2015@gmail.com,شەقامی پێشەوا قازی  ١٠٠م,Erbil,Erbil,Shop/Retail,shop,36.1613923,43.9684334,,,real,false,osm
مارکێتی ڕەوا,Rawa Market,+9647504908500,,,"306-, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1566598,43.9802931,,,real,false,osm
Akram Phone,,+9647504820212,https://www.instagram.com/akramphone12,,"119, شەقامی موحەمەد عارف",أربيل,Erbil,Shop/Retail,shop,36.1536189,43.9768047,,,real,false,osm
مام سعدالله,Mam saadulla,+9647504011828,,,207-238,Erbil,Erbil,Shop/Retail,shop,36.1621987,43.9777406,,,real,false,osm
پێشانگای توڕه ق بۆ کاره باییات,electronic shop turaq,+9647504566185,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1701114,43.9364246,,,real,false,osm
شركة SAS,Company SAS,+9647503023333,,,"ڕێگای هەولێر - موسڵ, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1768095,43.9412901,,,real,false,osm
شركة smrs,Company smrs,+9647503023333,,,"ڕێگای هەولێر - موسڵ, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1768215,43.9413,,,real,false,osm
موبايل فاضل,Fazil Mobile مۆبایلی فاضل,+9647508185668,http://www.facebook.com/fazilmobile,mobfazil@gmail.com,"207, شەقامی گەرەکی کوردستان",Erbil,Erbil,Shop/Retail,shop,36.1660809,43.9817162,,,real,false,osm
ئەلەند فۆن,Aland Phone,+9647504562785,,anasbraimahmad@gmail.com,kurdistan,Erbil,Erbil,Shop/Retail,shop,36.1672054,43.9837247,,,real,false,osm
ANAS MOBILE,,+9647502212012,,,erbil,erbil,Erbil,Shop/Retail,shop,36.1672128,43.9837257,,,real,false,osm
شوێنی سیدرە بۆ مۆبایل,,+9647504862233,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1755729,43.9762754,,,real,false,osm
مۆبایلی ئاڵا,,+9647504510243,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1771609,43.9752201,,,real,false,osm
زيپ بؤ كؤميوتةر ومؤبايل,Zip for Computer & Mobile,+9647504935612,,,,Erbil,Erbil,Shop/Retail,shop,36.175572,43.9864072,,,real,false,osm
Electronic company,HG POWER,+9647507587799,,,,Erbil,Erbil,Shop/Retail,shop,36.1627032,43.9943149,,,real,false,osm
HAWKAR GROUP,,+9647507587799,,hawkar.group.co@gmail.com,"Kuran Maghmur street , Irbil ,iraq, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1627337,43.9943279,,,real,false,osm
تیم مارت,TEAMMART,+9647517411850,https://team-mart.com/,info@team-mart.com,"شەقامی پیرباڵ مەحمود, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1540556,44.0133228,,,real,false,osm
کارەباچی ئەحمەد,Ahmad Electronics,+9647513591719,,,"301-103, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1548051,44.0131055,,,real,false,osm
کارەباچی ئەحمەد,Karabachy Ahmad,+9647513591719,,,"301-103, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1548212,44.013219,,,real,false,osm
Zhyar market,,+9647501330601,matinhemn95@gmail.com,,"201, 201-167, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1628305,44.0050845,,,real,false,osm
مارکێتی ئاهین,Ahin Market,+9647515188683,,hawtaa36@gmail.com,"شەقامی پیرباڵ مەحمود, شارۆچکەی ناوەندی هەولێر",هەولێر,Erbil,Shop/Retail,shop,36.1413168,44.015509,,,real,false,osm
مارکێتی شاخی,Shakhi Market,+9647504042239,,,"شەقامی پیرباڵ مەحمود, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.147708,44.0147684,,,real,false,osm
Ali Network,,+9647504336180,https://bio.link/alinetwork,,,Erbil,Erbil,Shop/Retail,shop,36.1521292,44.0140478,,,real,false,osm
فاريا بازار,Varya bazar,+9647514941463,,,,Erbil,Erbil,Shop/Retail,shop,36.1641932,44.0188254,,,real,false,osm
پێشانگای ئاسودە,Aswda shop,+9647504534786,,esmailsahdulla@yahoo.com,smko mantk(mala 3uzer),Erbil,Erbil,Shop/Retail,shop,36.1601367,44.0240999,,,real,false,osm
مۆبایلی ئاسۆ,Aso phone,+9647504808800,,,smko mantk(mala 3uzer),Erbil,Erbil,Shop/Retail,shop,36.1601125,44.0241294,,,real,false,osm
ڤانا بۆ تەکنەلۆجیای سەردەم,Vana for new technology,+9647504650722,,twana.esri@gmail.com,"شەقامی جەمال حەیدەری, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1653236,44.0230567,,,real,false,osm
زانا,Zana,+9647509153553,,,,Erbil,Erbil,Shop/Retail,shop,36.1652201,44.0258435,,,real,false,osm
جفین کەرکوک,jfin kirkuk,,,,07501737550,Erbil,Erbil,Shop/Retail,shop,36.1046527,44.0209819,,,partial,false,osm
ئؤلينت,Owlet,+9647514200817,,,شەقامی جەمال حەیدەری,Erbil,Erbil,Shop/Retail,shop,36.1651376,44.021113,,,real,false,osm
البان حاجی علی,Haji ali,+9647507266362,,Yusfa886@gmail.com,شەقامی ڕووناکی,Erbil,Erbil,Shop/Retail,shop,36.1651069,44.0282187,,,real,false,osm
دیار ئۆیل,Diyar Oil,+9647504462876,,dlear.hamad@gmail.com,,Erbil,Erbil,Shop/Retail,shop,36.1618616,44.0312261,,,real,false,osm
سوپەرماركێتی پەیام,Payam Market,+9647504367295,,,,Erbil,Erbil,Shop/Retail,shop,36.1689758,43.9996569,,,real,false,osm
ماركيتى سردار,,+9647504212131,,,Newroz Road,Erbil,Erbil,Shop/Retail,shop,36.1780112,43.9895007,,,real,false,osm
مارکێتی زانا,zana market,+9647507056260,,,"205-10, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1751667,43.995112,,,real,false,osm
مارکت رسول,market Rasul,+9647516800708,http://www.rasulkarem.com,,"2021, Makhmoor",Erbil,Erbil,Shop/Retail,shop,36.1731053,44.000561,,,real,false,osm
ستي ٢,city 2,+9647504496289,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1684891,44.0070405,,,real,false,osm
Mr Classic,,+9647503900545,https://mrclassic.shop/,,"G27, تابلۆ مۆڵ - نهۆمی دووەم",هەولێر,Erbil,Shop/Retail,shop,36.1714138,44.0131376,,,real,false,osm
ماڵی بەزاز,Bazzaz Home,+9647505496400,,,"62, شەقامی شارەوانی, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1774114,44.012559,,,real,false,osm
Shushawaty Nazanin,,+9647511247434,,,,Erbil,Erbil,Shop/Retail,shop,36.1748623,44.0582145,,,real,false,osm
مخللات نادر,turshyati nadr,+9647502484959,https://www.facebook.com/%D8%AA%D8%B1%D8%B4%D9%8A%D8%A7%D8%AA%D9%8A-%D9%86%D8%A7%D8%AF%D8%B1-1469696343247581/,,"شەقامی منارە, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1875396,43.9989008,,,real,false,osm
گافيار,Iraqi Caviar Expertise Shop,+9647903378923,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1848804,44.0125687,,,real,false,osm
جیهانی کامێرا,Camera World Co.,+9647504450343,https://cameraworldco.com/,support@cameraworldco.com,"شەقامی سوڵتان موزەفەر, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.191116,44.004115,,,real,false,osm
وەن پلەس,,+9647507377500,https://www.facebook.com/oneplus.iraq/,,"شەقامی سوڵتان موزەفەر, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1886769,44.0030454,,,real,false,osm
کیبار,Kibar,+9647508759594,,nikolai.cruz4523@hotmail.com,"401, 105-22",Erbil,Erbil,Shop/Retail,shop,36.1899613,44.0070945,,,real,false,osm
مكتب مهندس مقداد,MiQDAD COMPUTERs,+9647507212012,http://Www.miqdadcomputers.com,salihmiqdad@miqdadcomputers.com,"شەقامی سوڵتان موزەفەر, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1903741,44.0040607,,,real,false,osm
اسيا فاشيون,ibo fashion,+9647504481744,,,"327, شیخ جولي, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1867632,44.0113546,,,real,false,osm
للعدد اليدوية ومواد الخراطة(Shukrallah Tools,,+9647504818228,,azadbrk@yahoo.com,"شەقامی قەڵات, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1898623,44.0117933,,,real,false,osm
مارکێتی مام سالار,Mam Salar supermarket,+9647504365264,,,,Erbil,Erbil,Shop/Retail,shop,36.1488967,44.0710251,,,real,false,osm
zayuna,CMC,+9647507388888,,,"شەقامی شێخی چۆلی, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1876565,44.0078741,,,real,false,osm
ھندرین بۆ سیستەمی دەنگ,HNDREN SHOP FOR SOUND SYSTEM,+9647504476993,,Muminsalaiy@gmail.com,"شەقامی شارەوانی, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1874189,44.0108795,,,real,false,osm
اكسبريس للموبالات,EXPRESS 4 MOBILE,+9647705299991,,experss4mobile@gmail.com,"4, شارع تعجیل, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1865664,44.0085124,,,real,false,osm
فيصل 2,Faysal 2,+9647504754272,https://www.gamestop.com/,nzarf2@gmail.com,"07504754272, شەقامی شارەوانی, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1863504,44.0112447,,,real,false,osm
Aren phone,,+9647504901554,,,"شەقامی تەعجیل, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1866758,44.0084343,,,real,false,osm
Shukrallah Toolsلبيع مواد الخراطة وعدد اليدوية,,+9647504818228,http://azadbrk@yahoo.com,,"Qalat Street, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1898642,44.0117788,,,real,false,osm
مركز صيانة اجهزة الكترونية,Maher Phone Care Centre,+9647511879629,,,"تەعجیل, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1861723,44.0085948,,,real,false,osm
بەهاراتی کەندێناوە,Kandinawa spicy,+9647504472695,,,"شەقامی قەڵات, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1886771,44.0096754,,,real,false,osm
محل مام سعدي,Mam saadi,+9647504038127,,,شەقامی قەڵات,Erbil,Erbil,Shop/Retail,shop,36.1918276,44.0121075,,,real,false,osm
ماس مۆدە,,+9647504531319,,,"شەقامی شێخی چۆلی, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1874539,44.0098487,,,real,false,osm
معرض ارام,Aram shoping,+9647504614108,,,,Erbil,Erbil,Shop/Retail,shop,36.1897612,44.0109542,,,real,false,osm
Sedra Vip,,+9647504240003,https://www.instagram.com/sedra_vip_fashion,,"شەقامی کەرکووک, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1708808,44.0140817,,,real,false,osm
مۆبایلی فەیسبووک,Facebook Mobile,+9647504747464,,abdbotan@gamil.com,"شەقامی ئیسکان, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1783357,44.0173978,,,real,false,osm
امباير فون ١,Empire Phone 1,+9647505022700,https://m.facebook.com/Empire.Phone.Co/,,"شەقامی ئیسکان, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.178699,44.0169628,,,real,false,osm
امباير فون ٣,Empire Phone 3,+9647505022700,https://m.facebook.com/Empire.Phone.Co/,,"شەقامی ئیسکان, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1791238,44.0167305,,,real,false,osm
امباير فون ٢,Empire Phone 2,+9647505022700,https://m.facebook.com/Empire.Phone.Co/,,"شەقامی ئیسکان, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1779207,44.0178706,,,real,false,osm
فاست پەی و فاست تیڤی,Fastpay & FastTV,+9647517417148,https://fast-pay.cash/,,"شەقامی کوردستان, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1758524,44.0182501,,,real,false,osm
Luxury Abayat,Luxury Abayat,+9647514419190,,,"شەقامی کوردستان, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.175731,44.0163025,,https://www.instagram.com/luxury.abayat/,real,false,osm
سوبر ماركت سامان,,+9647511320633,,,,Erbil,Erbil,Shop/Retail,shop,36.1824262,44.0463862,,,real,false,osm
سيزن ٤ فاشيون,Seasons 4 fashion,+9647504493887,https://seasons-4-fashion.business.site/?_target?m=true,kosarfaris13@gmail.com,"شەقامی ئیسکان, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1790571,44.0166753,,,real,false,osm
معرض هواوي - العالمية للتكنولوجيا,Huawei Global showroom Erbil,+9647716073866,https://consumer.huawei.com/,,شەقامی ڕووناکی,Erbil,Erbil,Shop/Retail,shop,36.17329,44.0218907,,,real,false,osm
gorenjo,,+9647504456317,http://nesprsso.krd,sherwnco@yahoo.com,"338/39, 100 M Road",Erbil,Erbil,Shop/Retail,shop,36.1683865,44.0372603,,,real,false,osm
كومپانیای شیروان - جورینجو,Sherwan co - gorenje,+9647504456317,http://nespresso.krd,sherwnco@yahoo.com,100 M Road,Erbil,Erbil,Shop/Retail,shop,36.168187,44.0371516,,,real,false,osm
معرض کامران,Kamaran Show,+9647506577000,http://www.kamaranco.com,info@kamaranco.com,"شەقامی پێشەوا قازی, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1726354,44.038464,,,real,false,osm
Oleanda Lingerie,,+9647504521195,,nabilxayat1978@gmail.com,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.175746,44.0366568,,,real,false,osm
مواد السلامة,Whr,+9647504623070,,,"4668, شەقامی شێخەڵڵا",Erbil,Erbil,Shop/Retail,shop,36.1901459,44.0147362,,,real,false,osm
پێشانگای وەستا قاسم بۆ کەلوپەلی کارەبایات,,+9647504533653,,,,Erbil,Erbil,Shop/Retail,shop,36.1921714,44.0154406,,,real,false,osm
فرۆشتگای بەختیار,Bakhtyar shop,+9647504126131,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1870161,44.0174375,,,real,false,osm
مارکێتی لەیلان,LELAN Market,+9647504638964,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1898643,44.0192542,,,real,false,osm
JEHANY MOBILE,,+9647501811111,,,,Erbil,Erbil,Shop/Retail,shop,36.2027425,44.0185202,,,real,false,osm
بد,Badraden Electronics,+9647504478155,,,Mustafa Uzeri Street,Erbil,Erbil,Shop/Retail,shop,36.1897289,44.0148955,,,real,false,osm
Jihane Chezh (جیهانی چێژ),Jihane Chezh (جیهانی چێژ),+9647504287125,,,شەقامی شێخەڵڵا,Erbil,Erbil,Shop/Retail,shop,36.1879497,44.014674,,,real,false,osm
بزنس کلاس ٢,Business Class 2,+9647504907443,,,"شەقامی کوردستان, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1907487,44.0269427,,,real,false,osm
كشتيوان,kashtiwan,+9647504456851,,,"شەقامی 60 مەتری, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1865535,44.02644,,,real,false,osm
الثقة,ALTHIQA,+9647508318086,,,هەولێر ـ گەڕەکی سێتاقان شەقامی فافۆن فرۆشان,Erbil,Erbil,Shop/Retail,shop,36.1877802,44.0223679,,,real,false,osm
مركز سلطان أربيل,Erbil Sultan Center,+9647503495821,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1864189,44.0267663,,,real,false,osm
بوتيك نعوش بادارة نسائية فقط,,+9647510990713,https://m.facebook.com/botek.naosh?tsid=0.29755299921519685&source=result,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.1833457,44.0371896,,,real,false,osm
كلای ماكس,climax,+9647504651395,http://climax.erbil@gmail.com,,"طريق أربيل-كوي سنجق, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.191357,44.0273616,,,real,false,osm
رێز مۆبایل,Rezmobile,+9647504488404,http://Rezmobile@gmail.com,nabaz4488404@gmail.com,"333, شەقامی کۆیە, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1896164,44.0281148,,,real,false,osm
المهندس محمد,Engineer Mohammed,+9647504431046,,,"20 bakhtiyari, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2045255,43.9908336,,,real,false,osm
الملكة ميريان,Queen Miryan,+9647719494805,https://www.instagram.com/miryan.company?igsh=M2Y1ejY3MzJ5OWZp,Miryanqueen24@gmail.com,"32, جووت سایدی ٣٢ پارک",Erbil,Erbil,Shop/Retail,shop,36.1956003,43.9564804,,,real,false,osm
نووسینگەی خانوبەرەی باغی شەقڵاوە,Baghy shaqlawa Realestate,+9647502389202,https://baghyshaqlawa.net/,,"41, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1960774,43.9665993,,,real,false,osm
sanvito Classic,,+9647503092500,,,"Vital Village Rd, Erbil, Erbil Governorate","Erbil, Erbil Governorate;أربيل",Erbil,Shop/Retail,shop,36.1940508,43.9669487,,,real,false,osm
Eleven Brands,,+9647507116868,https://snapchat.com/add/eleven_brands,,"Empire world, Diamond, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2008893,43.9661474,,,real,false,osm
ئم ئم بازار,MM Bazar,+9647502241122,http://www.mainmindco.com,,"dream city, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2084751,43.974201,,,real,false,osm
سوپەرمارکێتی ڤالێی موون,valley moon supermarket,+9647509255588,https://m.facebook.com/valleymoon.market/,,"جاده‌ی هاشم عبدالله‌ 216-47, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2107481,43.9781164,,,real,false,osm
WOW tech,واو تيك,+9647502224122,https://www.facebook.com/wow.tech.co/,wow.tech@yahoo.com,"F32, شەقامی ڕەمزی نافع, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2088884,43.982286,,,real,false,osm
bugatti,,+9647502312121,,,"F12, شەقامی ڕەمزی نافع, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2083953,43.9834329,,,real,false,osm
سەنتەری ئەستێرە,Astera Center,+9647504795133,,hamidmobile28@gmail.com,"100, شەقامی دەرسیم",Erbil,Erbil,Shop/Retail,shop,36.1747156,44.0433629,,,real,false,osm
Serpil Vip,,+9647504240003,https://www.instagram.com/serpil__fashion_vip,,"شەقامی سامی شۆڕش, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2014498,43.9937195,,,real,false,osm
SANVITO,,+9647503092500,,,"45, شەقامی سامی شۆڕش",أربيل,Erbil,Shop/Retail,shop,36.2043807,43.9893483,,,real,false,osm
زعفران,Zafaran,+9647502207000,https://www.goldenlivingco.com/zaafaran,zaafaran@goldenlivingco.com,"#11 Zaafaran, Ankawa Two-way Road, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2037012,44.0001303,,,real,false,osm
Chawe pasawan,,+9647504511281,http://chawepasawan.wix.com/cctv,photon2ray@gmail.com,"07505156040, Sultan Muthafar, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1932226,44.0057038,,,real,false,osm
پێشانگای قەرەچوغ,,+9647503832230,,,"شەقامی کوردستان, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2030222,44.0046283,,,real,false,osm
مارکێتی دڵدار,Dldar Market,+9647504549697,,,شەقامی زراریان,Erbil,Erbil,Shop/Retail,shop,36.2014416,44.0078296,,,real,false,osm
TWENTYONE 21,,+9647509682121,https://instagram.com/twentyonelegit,twentyonelegit@gmail.com,"214-184, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.210724,43.9924845,,twentyonelegit,real,false,osm
zingal riche,,+9647502254001,,,"Dkrot muhammad sherko st., قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2097804,43.9896117,,,real,false,osm
iCenter,iCenter,+9647508942096,http://www.nciraq.com,info@nciraq.com,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.2081599,43.9983237,,,real,false,osm
DA Class,,+9647503521872,https://instagram.com/da.class,da.class2002@gmail.com,"26, شەقامی شۆڕش",Erbil,Erbil,Shop/Retail,shop,36.2034617,44.0225761,,,real,false,osm
M Center VIP,,+9647509900505,http://www.mcentervip.com,Mcentervipiraq@gmail.com,"20, 20M Street, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2061877,43.9957548,,,real,false,osm
lokan collection,,+9647500040004,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.2076974,43.9982393,,,real,false,osm
One Center,,+9647508838686,,One-center@outlook.com,20M Street,Erbil,Erbil,Shop/Retail,shop,36.2062352,43.9957262,,,real,false,osm
چۆپی دیزاین,,+9647500708090,,,قضاء أربيل,أربيل,Erbil,Shop/Retail,shop,36.2155073,43.9879705,,,real,false,osm
شوێنی رزگار,Rzgar shaw,+9647503333435,,brwrya@gmail.com,"219-47, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2138022,44.013248,,,real,false,osm
مهندس بەختیار,,+9647505637000,,,"60, 60m, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1958857,44.0242438,,,real,false,osm
ورق الجدران الماني(1)(Tawer Company Wall paper),,+9647504820123,http://www.tawer.co,Rekar@tawer.co,"60 Meter road, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2033432,44.0145367,,,real,false,osm
market azhy,,+9647504820123,http://www.tawer.co,,"60 Meter road, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2033099,44.014605,,,real,false,osm
ميلانو فاشن,Milano Fashion Erbil,+9647804455666,http://www.milanofashion.krd,info@milanofashion.krs,"شۆرش، رۆیال مۆڵ نھۆمی دووەم, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2016073,44.0202664,,,real,false,osm
ديكو لايت,decolight,+9647504544631,,,"جادەی سورچیان, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2029423,44.0160063,,,real,false,osm
فۆرشگای زەمین,ZAMIN market,+9647507352122,https://zamin.com/,zamen.wshyar1@gmail.com,"22, شەقامی کۆیە, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1924397,44.0309564,,,real,false,osm
مارکێتی ئەمین,Amin market,+9647504760977,,,"شەقامی نافع یونس, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.1967987,44.0362163,,,real,false,osm
Faia Moda - فایە مۆدە,,+9647507383340,,,شەقامی برایەتی,Erbil,Erbil,Shop/Retail,shop,36.2007601,44.0303013,,,real,false,osm
ڕامیار,Ramyar,+9647504785482,,lawandhamid94@gmail.com,"0750 4785482, brayati 224. Alley 183",Erbil,Erbil,Shop/Retail,shop,36.2005067,44.0401211,,,real,false,osm
JUDIMODA,,+9647515559911,,,"SHORSH, HADID W KHASHAB STREET",ERBIL,Erbil,Shop/Retail,shop,36.2088714,44.0235219,,,real,false,osm
زمين فون,Zamin Phone,+9647504970077,,,1,Erbil,Erbil,Shop/Retail,shop,36.2090183,44.0365733,,,real,false,osm
زەمین فۆن,zamin phone,+9647504970077,,,فلکة حي شرطة,Erbil,Erbil,Shop/Retail,shop,36.209126,44.0364428,,,real,false,osm
Bazargay Shorsh,Shoresh supermarket,+9647504454988,http://www.shorshmarket.com,,"1/5, Shaqlawa Road, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2134495,44.0309776,,,real,false,osm
موبايل وليد,Wallid Mobile cellphones,+9647812395665,,wallid1992@gmail.com,"4400, Dar u Asn Street, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2144114,44.0275637,,,real,false,osm
أزياء ابو الشوق,Abu Alshok Fashion,+9647700302000,,,"Yazdandokht Street, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2250308,43.9955779,,,real,false,osm
S BRAND,,+9647704016404,https://www.facebook.com/sbrand0/,,"C 13, Ainkawa, قضاء أربيل",أربيل,Erbil,Shop/Retail,shop,36.2413263,43.9896286,,,real,false,osm
