name,name_en,phone,website,email,address,city,governorate,category,subcategory,latitude,longitude,facebook,instagram,data_quality,verified,source
ئۆرکا مید کەیر,orca medicare,+9647504261818,http://orca-midecarr.com,info@orca-medicare.com,قضاء أربيل,أربيل,Erbil,Healthcare,healthcare,36.1940136,43.9701529,,,real,false,osm
الدكتور وليد سرحان,,+9647750722747,,,,Erbil,Erbil,Healthcare,healthcare,36.206065,43.9876178,,,real,false,osm
BU Clinics,,+9647506190619,,,"شەقامی دانیاڵ قەساب, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.216018,43.9877307,,,real,false,osm
شوقي غزالة,shaqy gazalah,+9647507671125,,,قضاء أربيل,أربيل,Erbil,Healthcare,healthcare,36.1937907,44.0007805,,,real,false,osm
دايت نيوترشن,Diet Nutrition,+9647503701987,https://www.dietnutrition.life/,,"شەقامی سامی شۆڕش, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2048615,43.9893148,,,real,false,osm
دايت نيوترشن,Diet Nutrition,+9647503701987,https://www.dietnutrition.life/,,"شەقامی سامی شۆڕش, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2028677,43.992159,,,real,false,osm
دەرمانخانەی سیما,sana pharmacy,+9647509039494,,,"شەقامی پزیشکان, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1967158,44.0035072,https://www.facebook.com/pharmacy.sana,,real,false,osm
ئومێد کەریم,Omeed Ikram,+9647503190080,,,قضاء أربيل,أربيل,Erbil,Healthcare,healthcare,36.1959433,44.0042327,,,real,false,osm
سرود نزار جرجیس,Srood Nazar Jirjees,+9647511332879,,,قضاء أربيل,أربيل,Erbil,Healthcare,healthcare,36.1949732,44.0051525,,,real,false,osm
کۆمپانیای ( ئەڤێڵ ) .,Avail company .,+9647503257370,,availfordrugs@gmail.com,"12, Pizishkan Street, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.193328,44.0044621,,,real,false,osm
عيادة دكتور ظاهر طاهر گه ردي,,+9647501842202,,,"Salahaddin, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1925569,44.0018585,,,real,false,osm
دکتۆر هەرمان صابر نانەکەلی,Dr Harman Saber Nanekeli,+9647503577951,http://www.facebook.com/DrHarmanClinic,harman.saber@gmail.com,"Pizishkan Street, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1945123,44.0059415,,,real,false,osm
دکتۆر ھاوکار عبداللە کاک ئەحمەد,Dr. Hawkar Abdullah Kak Ahmad,+9647504733255,,,"شەقامی پزیشکان, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1950067,44.0049145,,,real,false,osm
دكتۆرە باران کەمال بەرزنجی,Dr. Baran kamal albarznji,+9647503948600,,,"شەقامی پزیشکان, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.194817,44.0073254,,,real,false,osm
د. عەبدولخالق ئەمین,Dr. Abdulkhaliq Ameen,+9647504011825,,,"شەقامی پزیشکان, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1969081,44.0034244,,,real,false,osm
هيمن صابر شواني,Hemn Shwany,+9647508254993,,heminshwanient@gmail.com,"شەقامی ئەیوبی, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1939544,44.0063684,,,real,false,osm
دکتور بهجت توفیق خوشناو,Dr.Bahjat tofeeq xoshnaw,+9647507023407,,,قضاء أربيل,أربيل,Erbil,Healthcare,healthcare,36.1950222,44.0049471,,,real,false,osm
دکتۆر فەیسەڵ,Doctor Faisal,+9647507901300,,,"شەقامی پزیشکان, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1950865,44.005651,,,real,false,osm
د. حسین ابراهیم طه رواندزی/جراح استشاري,Dr. Husen Ibrahim Taha Rawanduzi,+9647508171532,,husen.i.taha@gmail.com,"25, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1938303,44.002696,,,real,false,osm
صيدلية زينب,Zaynab pharmacy,+9647503452993,,,"شەقامی پزیشکان, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1940051,44.0058614,,,real,false,osm
مذخر كةز,Gaz Drug Store,+9647504521875,,gazdrugstory@gmail.com,"قرب شارع الاطباء, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.194164,44.0037497,,,real,false,osm
کۆمپانیای ژیریا بۆ بارزگانی دەرمان,Zhyria pharmaceutical Company,+9647501183355,http://www.zhyria.com,info@zhyria.com,"شەقامی پزیشکان, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.194912,44.0029802,,,real,false,osm
د.عبدالكريم القطان .جراح الاعصاب,Dr.Abdulkarim Alkattan Neurosurgeon,+9647502160964,,dr1kattan@gmail.com,"شەقامی سەلاحەددین, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1923006,44.0028951,,,real,false,osm
مختبر هاى لاب,Hi Lab,+9647507320332,,,قضاء أربيل,أربيل,Erbil,Healthcare,healthcare,36.1952358,44.0047656,,,real,false,osm
دكتور محمد الخطيب,Dr. Mohammed Al-Khatib,+9647504258880,,,"107-11, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1942586,44.0063477,,,real,false,osm
دکتورە الاء,,+9647503264595,,,شەقامی پزیشکان,Erbil,Erbil,Healthcare,healthcare,36.1942557,44.005092,,,real,false,osm
صيدلية فارميدينت,pharmydent pharmacy,+9647507938185,,pharmadentpharmacy@gmail.com,"شەقامی ئاراس, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1942401,44.0075539,,,real,false,osm
صيدلية شورش فارما - طريق شقلاوة (بجانب باب الحارة ٢),Shorsh pharma - Shaqlawa St. (Behind Bab alhara 2),+9647506225200,,,Shaqlawa Road,Erbil,Erbil,Healthcare,healthcare,36.2053403,44.0241573,,,real,false,osm
دكتور دلوفان لفحص سونار - درجة اولى,Dr Dlovan for ultra sound examing,+9647503222329,,,,Erbil,Erbil,Healthcare,healthcare,36.1926288,44.0334555,,,real,false,osm
سەنتەری جیهانی بۆ تۆری چاو,Global eye and retina center,+9647505882299,,,,Erbil,Erbil,Healthcare,healthcare,36.1925939,44.0321399,,,real,false,osm
د. هەڵگورد فەتحوڵڵا,dr.halgurd fat hullah,+9647505401690,,,"شەقامی نافع یونس, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1979769,44.0361699,,,real,false,osm
نۆرینگەی دکتۆر یادگار شوانی,Dr. Yadgar Shwani Clinic,+9647505671920,,,"شەقامی نافع یونس, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Healthcare,healthcare,36.194693,44.0360059,,,real,false,osm
دەرمانخانەی کارزان,,+9647510579438,,,"شەقامی نافع یونس, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1940469,44.0362833,,,real,false,osm
د.بيان فاروق حسين البرزنجی,Dr.bayan farwq  barznjy,+9647509608550,,,طريق أربيل-كوي سنجق,Erbil,Erbil,Healthcare,healthcare,36.192486,44.0349337,,,real,false,osm
کۆمەڵگای پزیشکی کینگ,komalgay pzishky king,+9647510300704,,king.laboratory123@gmail.com,"شەقامی نافع یونس, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1991571,44.0361113,,,real,false,osm
د. ئیحسان موحەمەد عەلی,Dr.Ihsan M Ali clinic for ENT,+9647511295622,,irawa2002@gmail.com,"شەقامی نافع یونس, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1997723,44.0360449,,,real,false,osm
نۆرینگەی دکتۆر ئەژی ڕواندزی,Dr Azhy Rwandizy's clinic,+9647504186061,https://surgical-center-59.business.site/?m=true,azhy1978@gmail.com,"شەقامی نافع یونس, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2021287,44.0358067,,,real,false,osm
مختبر هيمن(تاقیگه ی هیمن),,+9647504611863,,,,Erbil,Erbil,Healthcare,healthcare,36.2022403,44.0358766,,,real,false,osm
SKY Physiotherapy Clinic,SKY Physiotherapy Clinic,+9647505175050,,skyphysiotherapy12@gmail.com,شەقامی نافع یونس,Erbil,Erbil,Healthcare,healthcare,36.1988988,44.0359462,,,real,false,osm
نۆرینگەی فارس,,+9647504810636,,farsshorsh@gmail.com,"شەقامی دار و ئاسن, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2082649,44.0229315,,,real,false,osm
دەرمانخانەی موحەمەد فارس,Doctor muhammed fars,+9647503315282,,mahamad.fh98@yahoo.com,"217/6, شەقامی دار و ئاسن, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.205382,44.0206659,,,real,false,osm
نەخۆشخانەی مێدیکاڵ هێڵپ,Medical Help Hospitwl,+9647504813200,http://www.medicalhelphospital.net,medicalhelphospital@gmail.com,"شەقامی پیرمام, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2071764,44.0250779,,,real,false,osm
کۆمەڵگای پزیشکی ماستەر,,+9647716622115,,dr.muzahem@gmail.com,"شەقامی نافع یونس, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2097591,44.0358357,,,real,false,osm
دكتور رائيد عةبدولله حاجى,D.Raid Haji Clinic,+9647512089582,,dr.raidhagy.rh@gmail.com,"07512089582, 40 Meter Road",Erbil,Erbil,Healthcare,healthcare,36.2116108,44.0354469,,,real,false,osm
Al Tabib Pharmacy,,+9647505173003,,,"40 Meter Road, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2114395,44.0356068,,,real,false,osm
دەرمانخانەی دوان,Dwan Pharmacy,+9647504485965,,beyar.kamal@gmail.com,"Dar u Asn Street, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2139124,44.0271285,,,real,false,osm
نەخۆشخانەی مەریەمانە,,+9647514554141,https://maryamanahospital.com/,info@maryamanahospital.com,"شەقامی کانی, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2276888,43.9915332,,,real,false,osm
Asst Prof Dr Abdulkadr Alany Clinic,Asst Prof Dr Abdulkadr Alany Clinic,+9647507135662,https://linktr.ee/dralany,,"Best Med Tower, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2186012,44.0069063,,,real,false,osm
WeCare لطب الاسنان,WeCare dental Clinic,+9647507174461,,,"erbil, ankawa, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2328927,43.993367,,,real,false,osm
Lausanne Medical and Beauty Center,,+9647504460149,https://www.facebook.com/lausanne.center.medical.erbil/,,"Shlama Street, Ankawa, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2333682,43.9973205,,,real,false,osm
عیادەی پزیشکی د.مروان,medical clinic marwan rasul,+9647504656994,,,"دارەتوو شەقامی پزیشکان, شارۆچکەی ناوەندیی هەولێر",هەولێر,Erbil,Healthcare,healthcare,36.1232159,44.0499872,,,real,false,osm
نۆرینگەی پزیشکی د.تاڵب و د. فارس,,+9647504888562,,,جووت سایدی دارەتوو,هەولێر,Erbil,Healthcare,healthcare,36.1239635,44.0561399,,,real,false,osm
نۆڕینگەی پزیشکی,,+9647504777669,https://www.facebook.com/MedicalClinic1/,aa3971535@gmail.com,شارۆچکەی ناوەندیی هەولێر,هەولێر,Erbil,Healthcare,healthcare,36.1332241,44.0465644,,,real,false,osm
دەرمانخانەی گوڵی ڕۆشنبیری,Gully Roshnbiry pharmacy,+9647503271510,,,شارۆچکەی هەولێر,هەولێر,Erbil,Healthcare,healthcare,36.1381835,44.043096,,,real,false,osm
نۆرینگەی پزیشک بەیار عەبدوڵا,Dr Bayar’s Urology clinic,+9647501124339,,bayar.1986@gmail.com,"شەقامی نەمامگە, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1526792,44.0402446,,,real,false,osm
مستشفى فاليا,Valia Hospital,+9647514747432,,,"شەقامی ١٢٠ مەتری, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1512675,44.051848,,,real,false,osm
مجمع الطبية ريكاي فرمانبران,Farmanbaran Road Medical Center,+9647511474219,https://regayfarmanbaran.business.site/,Regay.farmanbaran@gmail.com,فەرمانبەران 2,Erbil,Erbil,Healthcare,healthcare,36.1498715,44.055104,,,real,false,osm
Erbil express,,+9647504430403,http://www.facebook.com/erbill.express,,,Erbil,Erbil,Healthcare,healthcare,36.1822608,44.0436262,,,real,false,osm
ياريدەدەری پزیشکی رئگە پئ دراو (هاوکار فاروق),,+9647505252569,,,"شەقامی ئایشە گوڵ, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1831113,44.0472946,,,real,false,osm
مجمع المها الطبي,,+9647505594847,,,,Erbil,Erbil,Healthcare,healthcare,36.1847919,44.0524738,,,real,false,osm
نۆرینگەی پزیشکی دکتۆر پشتیوان هاشم بەزاز,,+9647503917959,,,"شەقامی پێشەوا قازی, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1887456,44.0409732,,,real,false,osm
دكتور فراس عبدالله,doctor firas abdulla,+9647503104881,,,قضاء أربيل,أربيل,Erbil,Healthcare,healthcare,36.1886821,44.0410736,,,real,false,osm
نۆرینگەی پزیشکی فکتۆر فریاس عەبدوڵڵا,,+9647503104881,,firasabdulla@yahoo.com,"شەقامی پێشەوا قازی, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.188799,44.0410393,,,real,false,osm
صيدلية دلاني رزگاری,Dalany Rizgary Pharmacy,+9647506364008,https://www.dalany.net/,info@dalany.net,شەقامی پێشەوا قازی,Erbil,Erbil,Healthcare,healthcare,36.1910763,44.0417551,,,real,false,osm
دەرمانخانەی هەفاڵان,Havalan pharmacy,+9647503691064,,thealdara@yahoo.com,شه قامى قه بانى زرار,Erbil,Erbil,Healthcare,healthcare,36.1878467,44.0477699,,,real,false,osm
دەروازەی حسارۆک,,+9647504300115,,,,Erbil,Erbil,Healthcare,healthcare,36.1773048,44.0791269,,,real,false,osm
باغی حسارۆک,,+9647507343442,,,,Erbil,Erbil,Healthcare,healthcare,36.1773026,44.07406,,,real,false,osm
دەرمانخانە,,+9647503264547,,,,Erbil,Erbil,Healthcare,healthcare,36.1828114,44.0816105,,,real,false,osm
محمد أنور,Muhammad Anwar,+9647503304201,,romeojuleit2017@gmail.com,New Binaslawa Rd,هەولێر,Erbil,Healthcare,healthcare,36.1552965,44.1031824,,,real,false,osm
نەخۆشخانەی نێودەوڵەتی ژین,Zheen International Hospital,+9647504460096,https://www.zheen-hospital.com/,infi@zheen-hospital.com,"شەقامی کۆیە, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1944524,44.044492,,,real,false,osm
اي سيف,iSave clinic,+9647514460403,,,"1, شەقامی کۆیە",Erbil,Erbil,Healthcare,healthcare,36.1948185,44.0446135,,,real,false,osm
دەرمانخانەی باغی ڕێحانە,baghi Raihan pharmacy,+9647514484866,https://www.facebook.com/BaghiRaihanpharmacy/,hershxave@yahoo.com,"شەقامی ئەختەری شاعیر, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1923689,44.0530073,,,real,false,osm
صيدلية روناكى سروران,Pharmacy pagh sarwaran,+9647501008840,,,شەقامی کۆیە,Erbil,Erbil,Healthcare,healthcare,36.195344,44.0518283,,,real,false,osm
دەرمانخانەی بەناز,noringay banaz,+9647508238093,,,"327-60, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1994825,44.0503707,,,real,false,osm
باغي ريحان,Baghi raihan pharmacy,+9647514484866,,hershxave@yahoo.com,"53V3+2C Erbil, شەقامی ئەختەری شاعیر, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1923723,44.0535635,,,real,false,osm
نۆرینگەی ددانی هەلا,Hala dental clinics,+9647508585140,,,"شەقامی عەبدولخالق مەعروف, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1953796,44.060223,,,real,false,osm
دەرمانخانەی سەروەران,Sarwaran pharmacy,+9647504627776,,,"شەقامی عەبدولخالق مەعروف, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1949668,44.0605625,,,real,false,osm
سمایل زۆن,smile zone,+9647514200008,,,"شەقامی کۆیە, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1973381,44.0634899,,,real,false,osm
صیدلیة سەرا,Sera Pharmacy,+9647508399191,https://www.facebook.com/Pharmacy.Baghi.sera?mibextid=LQQJ4d,Baghiserapharmacy@gmail.com,"شەقامی کۆیە, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1954835,44.0603389,,,real,false,osm
صيدلية سروران,Sarwaran pharmacy,+9647502001617,,,"2, شەقامی کۆیە",Erbil,Erbil,Healthcare,healthcare,36.195058,44.0606561,,,real,false,osm
Vega Studio Dental Lab,,+9647512405455,,studiovega36@gmail.com,"159, Gulan",أربيل,Erbil,Healthcare,healthcare,36.1974864,44.0643495,,,real,false,osm
نەخۆشخانەی ئارژین,arzhin hospital,+9647501044646,,,"شەقامی پێشەوا قازی, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2120803,44.0422462,,,real,false,osm
دةرمانخانةي قبس,Qabas pharmcy,+9647510616757,,zryan.kurdish@gmail.com,"hawleri nwe, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2045817,44.0710417,,,real,false,osm
Dr. Aram Bakhtiar - Specialist Heart & Vascular Surgeon | د. آرام بختيار - جراح اخصائي القلب والصدر والأوعية الدموية,,+9647726301616,https://draram.com,,"CMC Hospital, Second Floor, Koay Road",Erbil,Erbil,Healthcare,healthcare,36.1997542,44.081502,https://www.facebook.com/dr.arambakhtiar/,,real,false,osm
صيدلية دكتورة ندى,Doctor nada,+9647503110196,,,لاوان سیتی,Erbil,Erbil,Healthcare,healthcare,36.1935791,44.1186195,,,real,false,osm
PAKY HOSPITAL | نەخۆشخانەی پاکی,PAKY Hospital,+9647509950007,,,شەقامی نەورۆز,أربيل,Erbil,Healthcare,healthcare,36.1706239,43.9788535,,,real,false,osm
نەخۆشخانەی سەنتەری دڵ-هەولێر,Erbil cardiac center,+9640662295807,https://erbilcardiaccenter.org/,info@erbilcardiaccenter.org,"108, شەقامی کەرکووک, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1535978,44.0171455,,,real,false,osm
Sweet pharma pharmacy,,+9647502458288,,mohammeds.9808@icloud.com,"شەقامی ئەحمەدی خانی, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1538677,44.026685,,,real,false,osm
Renelle Aesthetic Center,,+9647503006006,,,"دريم سيتى, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2008441,43.9792525,,,real,false,osm
Emergency Management Centre,Emergency Hospital,+964662573380,https://emc-hospitals.org/,,60m-Bakhtiyari Qr. next to Khrabadraw Mosque,Erbil,Erbil,Healthcare,healthcare,36.2000364,43.9973717,,,real,false,osm
Swedish Rehab Center - Pink Line,,+9647508803432,https://swerehcen.business.site/,swerehcen@gmail.com,"شەقامی بارزانی نەمر, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.196231,44.0013634,,,real,false,osm
نەخۆشخانەی سویدیی تایبەت,Swedish Specialist Hospital,+9647508691414,http://www.swedish-hospital.com/,,"Enkawa Cross, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.2221908,44.0070289,,,real,false,osm
نەخۆشخانەی CMC,CMC Hospital,+9647501840005,https://www.cmcph.net/,info@cmcph.net,"شەقامی کۆیە, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1999965,44.0808895,,,real,false,osm
مخزن.storage.کۆگا,,,,,"140, رێگای گوێڕ",هەولێر,Erbil,Healthcare,healthcare,36.1753029,43.9169807,,,partial,false,osm
شیفا,,,,,قضاء أربيل,أربيل,Erbil,Healthcare,healthcare,36.1698946,43.9351441,,,partial,false,osm
بنکەی تەندروستی سەرکارێز,بنکەی تەندروستی سەرکارێز,,,,Arbil-Baghdad road,أربيل,Erbil,Healthcare,healthcare,36.1150403,43.9672782,,,partial,false,osm
نۆرینگەی دکتۆر محەمەد,Dr. Muhammad's clinic,,,,شەقامی مەخموور,أربيل,Erbil,Healthcare,healthcare,36.1250497,43.9658909,,,partial,false,osm
ده‌رمانخانه,ده‌رمانخانه‌,,,,شەقامی مەخموور,أربيل,Erbil,Healthcare,healthcare,36.1229392,43.9700727,,,partial,false,osm
بنکەی تەندروستی شەهید سۆران,Shahid Soran Health Center,,,,,أربيل,Erbil,Healthcare,healthcare,36.1285673,43.9668196,,,partial,false,osm
hawkari pharmaceutical warehouse,hawkary pharmaceutical warehouse,,,,,هەولێر,Erbil,Healthcare,healthcare,36.1036623,44.0157247,,,partial,false,osm
دەرمانخانەی خۆشی کوردستان,,,,,,أربيل,Erbil,Healthcare,healthcare,36.1256717,44.013099,,,partial,false,osm
دەرمانخانەی ژێنەری ژیان,zhenary zhyan,,,,,أربيل,Erbil,Healthcare,healthcare,36.1261303,44.0092829,,,partial,false,osm
نۆرینگەی ڕێباز,norengay rebaz,,,,,أربيل,Erbil,Healthcare,healthcare,36.1256737,44.0118741,,,partial,false,osm
دەرمانخانەی نەداران,Nadaran pharmacy,,,,,هەولێر,Erbil,Healthcare,healthcare,36.1257588,44.0167258,,,partial,false,osm
نۆرینگەی پزیشکی ئیمان وریا هەمەوەندی,,,,,,هەولێر,Erbil,Healthcare,healthcare,36.1241105,44.0175735,,,partial,false,osm
دەرمانخانەی ڕەواح,,,,,,هەولێر,Erbil,Healthcare,healthcare,36.1243267,44.0179783,,,partial,false,osm
دەرمانخانەی لیا,Liya pharmacy,,,,,أربيل,Erbil,Healthcare,healthcare,36.1244477,44.0207583,,,partial,false,osm
دەرمانخانەی گوڵناز,Gulnaz Pharmacy,,,,,أربيل,Erbil,Healthcare,healthcare,36.124459,44.0211593,,,partial,false,osm
دەرمانخانەی دیمان,diman,,,,,هەولێر,Erbil,Healthcare,healthcare,36.1279442,44.0176296,,,partial,false,osm
بنکەی تەندروستی ڕاستی,Rasti Health Center,,,,"شەقامی پیرباڵ مەحمود, شارۆچکەی ناوەندی هەولێر",هەولێر,Erbil,Healthcare,healthcare,36.138483,44.015852,,,partial,false,osm
دەرمانخانەی هیسا,Hesa pharmacy,,,,قضاء أربيل,أربيل,Erbil,Healthcare,healthcare,36.1284586,44.0332622,,,partial,false,osm
کۆمەڵگای پزیشکی ڕۆشنبیری,Roshnbiry polyclinic,,,,قضاء أربيل,أربيل,Erbil,Healthcare,healthcare,36.1307287,44.0375725,,,partial,false,osm
نۆرینگەی فەرهاد,norengay farhad,,,,قضاء أربيل,أربيل,Erbil,Healthcare,healthcare,36.131435,44.0347479,,,partial,false,osm
نۆرینگەی ڕێناس,norengay renas,,,,"ڕۆشنبیران, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1318515,44.0354386,,,partial,false,osm
صيدلية لانەی هەژاران,Lanay Hazharan Pharmacy,,,,"ڕۆشنبیران, قضاء أربيل",أربيل,Erbil,Healthcare,healthcare,36.1321308,44.0371423,,,partial,false,osm
