ID,Business Name,Arabic Name,English Name,Category,Subcategory,Governorate,City,Neighborhood,Phone 1,Phone 2,WhatsApp,Email 1,Website,Facebook,Instagram,TikTok,Telegram,Opening Hours,Status,Rating,Verification,Confidence
00c72b2c-85a1-4656-bd96-75526096e4c1,Iron Body Gym - Nasiriyah,,,gym,,,Nasiriyah,"Street 1, Nasiriyah, Dhi Qar",079046320419,,,,,,,,,,active,0.0,false,
00d837b2-37ba-4c86-93d0-58d859d632c4,National Bank of Iraq 3 - Al-Karkh,,,bank,,,Al-Karkh,"Street 15, Al-Karkh, Baghdad",078016775424,,,,,,,,,,active,0.0,false,
00dcab65-6ee5-4c25-9d7b-16253bd711ad,Erbil Espresso - Al-Tar,,,cafe,,,Al-Tar,"Street 7, Al-Tar, Dhi Qar",078005081576,,,,,,,,,,active,0.0,false,
00e7ec2a-d25f-4ad0-9a10-39a938c4f063,Spinneys Baghdad - Baiji,,,supermarket,,,Baiji,"Street 3, Baiji, Saladin",078003650507,,,,,,,,,,active,0.0,false,
00e89210-82d6-41b0-bc44-dc2eba1321b1,Rafidain Bank 3 - Al-Hamza,,,bank,,,Al-Hamza,"Street 13, Al-Hamza, Qadisiyyah",079015514571,,,,,,,,,,active,0.0,false,
00facd99-a244-4009-b9c9-b4e68cae9abe,Dijla Restaurant 3 - Mandali,,,restaurant,,,Mandali,"Street 15, Mandali, Diyala",078016839257,,,,,,,,,,active,0.0,false,
01124759-6526-4e72-8d35-3e24a94eead6,Elite Gym - Al-Mishraq,,,gym,,,Al-Mishraq,"Street 9, Al-Mishraq, Najaf",079029117626,,,,,,,,,,active,0.0,false,
0114686d-c656-49b8-b8c9-abba69be6e75,Commercial Bank 3 - Pirde,,,bank,,,Pirde,"Street 20, Pirde, Erbil",078013357530,,,,,,,,,,active,0.0,false,
0118abcb-fdc2-403b-b75d-ee31f705e7bf,Progress Academy 3 - Darband-i-Khan,,,school,,,Darband-i-Khan,"Street 20, Darband-i-Khan, Halabja",079049086252,,,,,,,,,,active,0.0,false,
011e3244-2cd4-4ff2-b3d6-a099e8c699ff,Home Center - Sayed Sadiq,,,furniture,,,Sayed Sadiq,"Street 7, Sayed Sadiq, Maysan",077028117188,,,,,,,,,,active,0.0,false,
011ef4d1-afde-4e95-bb0e-c4c78644f3a8,Basra Cafe - Dora,,,cafe,,,Dora,"Street 8, Dora, Baghdad",079012659398,,,,,,,,,,active,0.0,false,
01215bd5-519d-4f2c-8361-5efe1415102f,Erbil Pharmacy - Al-Tar,,,pharmacy,,,Al-Tar,"Street 7, Al-Tar, Dhi Qar",079035158884,,,,,,,,,,active,0.0,false,
01242f34-2933-4dcd-a665-783ecd4e452a,Al-Rasheed Supermarket 3 - Al-Azizia,,,supermarket,,,Al-Azizia,"Street 15, Al-Azizia, Wasit",078002660520,,,,,,,,,,active,0.0,false,
013da398-62dd-4df7-8800-80257eb0f429,Al-Karrada Fashion 3 - Khanaqin,,,clothes,,,Khanaqin,"Street 17, Khanaqin, Diyala",078014954502,,,,,,,,,,active,0.0,false,
01437be4-0f35-4a68-be88-53ff3da9342d,Iron Body Gym - Karbala City,,,gym,,,Karbala City,"Street 1, Karbala City, Karbala",079029750430,,,,,,,,,,active,0.0,false,
014e2ce3-9cd2-4b84-80f5-fde2aeb843fd,Rafidain Bank 3 - Faw,,,bank,,,Faw,"Street 13, Faw, Basra",079028511349,,,,,,,,,,active,0.0,false,
015be137-7b42-49a9-9744-e314296688e8,Style Center 3 - Shinafiyah,,,clothes,,,Shinafiyah,"Street 15, Shinafiyah, Qadisiyyah",077027570850,,,,,,,,,,active,0.0,false,
01834f53-e901-4a0e-ab88-648647b61564,Baghdad Central Bus Station - Karrada,,,bus_station,,,Karrada,"Street 1, Karrada, Baghdad",079047156874,,,,,,,,,,active,0.0,false,
01844797-210b-4e9c-a8c0-37396d20d76d,Baghdad Hilton - Shirqat,,,hotel,,,Shirqat,"Street 4, Shirqat, Saladin",079032260317,,,,,,,,,,active,0.0,false,
018f6c2e-d465-46e4-8872-6f06dddc4ef9,Erbil Grand Mosque - Semel,,,mosque,,,Semel,"Street 6, Semel, Dohuk",079049218154,,,,,,,,,,active,0.0,false,
0191947f-01ab-4857-98d3-9869be5b5783,Al-Rasheed Hotel 3 - Shaqlawa,,,hotel,,,Shaqlawa,"Street 12, Shaqlawa, Erbil",079014346249,,,,,,,,,,active,0.0,false,
0194a316-dd30-45ed-a4db-3986a4d3a6ee,Al-Tawbah Mosque 3 - Al-Sadda,,,mosque,,,Al-Sadda,"Street 19, Al-Sadda, Babil",079015346838,,,,,,,,,,active,0.0,false,
01a58529-ef58-4cab-95b8-4a2404c97d26,Al-Rasheed Hotel - Ain al-Tamur,,,hotel,,,Ain al-Tamur,"Street 2, Ain al-Tamur, Karbala",079011734847,,,,,,,,,,active,0.0,false,
01ad45d3-f5a6-4ad5-9ae9-fb2bd2a02219,Ibn Sina Hospital - Raniya,,,hospital,,,Raniya,"Street 7, Raniya, Halabja",078018048012,,,,,,,,,,active,0.0,false,
01bc8582-7fd9-476a-b64e-7d4aa790facb,Trend Store - Krmat Ali,,,clothes,,,Krmat Ali,"Street 9, Krmat Ali, Dhi Qar",079036379432,,,,,,,,,,active,0.0,false,
01cda838-e449-49b4-9366-a8e9273b2e45,Babylon Restaurant - Kalar,,,restaurant,,,Kalar,"Street 7, Kalar, Sulaymaniyah",077017423273,,,,,,,,,,active,0.0,false,
01dc74b7-7589-4ac8-95f0-a89c08b954e3,Future Academy - Deralok,,,school,,,Deralok,"Street 6, Deralok, Zakho",078017414281,,,,,,,,,,active,0.0,false,
01fefdc8-53b5-4086-b13c-3bd0d7b9ea60,Basra Transport Hub - Rania,,,bus_station,,,Rania,"Street 2, Rania, Sulaymaniyah",077027463395,,,,,,,,,,active,0.0,false,
0203cb0b-d5bb-4d62-89d2-4646f07eab6d,Luxury Decor 3 - Krmat Ali,,,furniture,,,Krmat Ali,"Street 19, Krmat Ali, Dhi Qar",079045437035,,,,,,,,,,active,0.0,false,
0210b65e-fb9e-47b0-8603-cb3513661d2a,Digital World 3 - Sangasar,,,electronics,,,Sangasar,"Street 19, Sangasar, Halabja",078113629143,,,,,,,,,,active,0.0,false,
02192d58-6a16-444e-b326-f97f09e97d5e,Erbil Fashion - Al-Shatrah,,,clothes,,,Al-Shatrah,"Street 3, Al-Shatrah, Dhi Qar",079049258064,,,,,,,,,,active,0.0,false,
0230a9b1-8da2-4a57-b310-85e06ce11130,Baghdad Medical Center 3 - Hawija,,,hospital,,,Hawija,"Street 12, Hawija, Kirkuk",079049384698,,,,,,,,,,active,0.0,false,
0239a2a2-3515-4d36-a8a5-961180d68dc0,Erbil Bus Terminal - Sinjar,,,bus_station,,,Sinjar,"Street 3, Sinjar, Mosul",077016565889,,,,,,,,,,active,0.0,false,
024c6d53-e6e5-4612-8ff6-4cb4fdd9c3ff,Baghdad Furniture 3 - Baquba,,,furniture,,,Baquba,"Street 11, Baquba, Diyala",079019157383,,,,,,,,,,active,0.0,false,
024d8e3d-d345-4f2f-93aa-4515b33fff05,Byte Store - Sawa,,,electronics,,,Sawa,"Street 10, Sawa, Babil",078009751062,,,,,,,,,,active,0.0,false,
02519a05-05cd-432c-baf4-07382bf64116,Baghdad Hilton - Akre,,,hotel,,,Akre,"Street 4, Akre, Dohuk",079049663499,,,,,,,,,,active,0.0,false,
025e8e7b-e566-43fd-a129-5cd7ce1f048f,Fashion House Baghdad 3 - Karrada,,,clothes,,,Karrada,"Street 11, Karrada, Baghdad",079016692288,,,,,,,,,,active,0.0,false,
0260b5f3-b1ef-44db-afea-9a072a14c6e9,Metro Market 4 - Al-Qaim,,,supermarket,,,Al-Qaim,"Street 24, Al-Qaim, Anbar",077021689424,,,,,,,,,,active,0.0,false,
026d3c96-3850-4422-b9b0-626a9706a458,Iron Body Gym - Baquba,,,gym,,,Baquba,"Street 1, Baquba, Diyala",079036195545,,,,,,,,,,active,0.0,false,
02777914-1c7e-4c66-9d5c-2584f862f343,Style Center - Mandali,,,clothes,,,Mandali,"Street 5, Mandali, Diyala",077025024652,,,,,,,,,,active,0.0,false,
028d16c3-2881-4f43-86f8-24c5533b9485,Tech City Baghdad 3 - Tikrit,,,electronics,,,Tikrit,"Street 11, Tikrit, Saladin",077019838617,,,,,,,,,,active,0.0,false,
0291e120-beff-4ef1-b2e5-271db6e653f9,Tigris Brew - Duluiyah,,,cafe,,,Duluiyah,"Street 5, Duluiyah, Saladin",078117033664,,,,,,,,,,active,0.0,false,
029373e8-7d6e-4077-a53a-0cb148f09522,Baghdad Fuel - Rania,,,fuel,,,Rania,"Street 2, Rania, Sulaymaniyah",078005455798,,,,,,,,,,active,0.0,false,
029d03cc-2648-4139-b53e-dc9e855fc8f1,Baghdad Academy 4 - Afak,,,school,,,Afak,"Street 22, Afak, Qadisiyyah",078003536995,,,,,,,,,,active,0.0,false,
029d587a-c21e-4044-a6da-377814fbf7e9,Sulaymaniyah Coffee - Hartha,,,cafe,,,Hartha,"Street 10, Hartha, Basra",078115330902,,,,,,,,,,active,0.0,false,
02a26a40-cad3-48c8-b04c-5a517de80fc3,Al-Noor School 3 - Kanaan,,,school,,,Kanaan,"Street 19, Kanaan, Diyala",078008584103,,,,,,,,,,active,0.0,false,
02aac0df-6757-4109-b62c-ffeceb842973,Al-Doura Gas Station - Tikrit,,,fuel,,,Tikrit,"Street 1, Tikrit, Saladin",077013606788,,,,,,,,,,active,0.0,false,
02ad143c-31c8-4dde-8e38-5d9d049efb47,Wellness Drugs 3 - Al-Hashimiyah,,,pharmacy,,,Al-Hashimiyah,"Street 13, Al-Hashimiyah, Babil",079022910688,,,,,,,,,,active,0.0,false,
02bbbdb7-d287-4abd-8fc8-05d5e3bbd9c0,Baghdad Furniture - Diwaniyah,,,furniture,,,Diwaniyah,"Street 1, Diwaniyah, Qadisiyyah",078003039063,,,,,,,,,,active,0.0,false,
02c43bbb-4640-427a-aa6c-444ef33789b1,Power House - Said Sadiq,,,gym,,,Said Sadiq,"Street 6, Said Sadiq, Halabja",078219160784,,,,,,,,,,active,0.0,false,
02e68feb-0aa7-434b-8891-b4cd8ac4c1e2,Mobile World 3 - Balad Ruz,,,electronics,,,Balad Ruz,"Street 14, Balad Ruz, Diyala",077018815622,,,,,,,,,,active,0.0,false,
02eab81c-f2d4-4c36-8a38-0b833497a20b,Baghdad Grand Mosque 4 - Hawija,,,mosque,,,Hawija,"Street 22, Hawija, Kirkuk",079048932497,,,,,,,,,,active,0.0,false,
02fae90e-c46c-49b4-9516-62fc3f45ffde,Al-Tawbah Mosque - Al-Dawaya,,,mosque,,,Al-Dawaya,"Street 9, Al-Dawaya, Maysan",077024257305,,,,,,,,,,active,0.0,false,
0305d856-06fe-43cc-9fd4-b446475f83fb,Al-Shifa Pharmacy - Samawah,,,pharmacy,,,Samawah,"Street 1, Samawah, Muthanna",079036630599,,,,,,,,,,active,0.0,false,
030b3578-5e90-4393-bfe7-a8e3feb097f1,Rafidain Bank - Al-Hayy,,,bank,,,Al-Hayy,"Street 3, Al-Hayy, Wasit",078009247476,,,,,,,,,,active,0.0,false,
030c44d8-3b02-49e8-b576-e51c70f778dc,Rasheed Bank - Ali al-Gharbi,,,bank,,,Ali al-Gharbi,"Street 2, Ali al-Gharbi, Maysan",077016510584,,,,,,,,,,active,0.0,false,
030d262e-f473-4b04-8a80-9b151dca1236,Najaf Lounge 3 - Sangasar,,,cafe,,,Sangasar,"Street 19, Sangasar, Halabja",079045352428,,,,,,,,,,active,0.0,false,
0313e28c-370d-4cb8-a3be-0b23ffb2d326,Al-Yarmuk Hospital - Ashar,,,hospital,,,Ashar,"Street 6, Ashar, Basra",079015702826,,,,,,,,,,active,0.0,false,
0318f36f-b087-4810-b6c4-8b60bd6fe544,Baghdad Fitness 3 - Fallujah,,,gym,,,Fallujah,"Street 12, Fallujah, Anbar",079044242268,,,,,,,,,,active,0.0,false,
0320d62d-4f40-49f6-9cc7-e1a8113ad202,Al-Zahraa School 3 - Zubaidiyah,,,school,,,Zubaidiyah,"Street 17, Zubaidiyah, Wasit",078014800684,,,,,,,,,,active,0.0,false,
0327ff68-3b39-4f71-b803-c6aedf5caecd,Prime Fitness - New Baghdad,,,gym,,,New Baghdad,"Street 10, New Baghdad, Baghdad",078002302333,,,,,,,,,,active,0.0,false,
032fe826-79fa-46b0-95c0-b56373f9b496,Tigris Kitchen 4 - Sirwan,,,restaurant,,,Sirwan,"Street 23, Sirwan, Halabja",078005297109,,,,,,,,,,active,0.0,false,
033091a1-6d7f-4a11-8c20-71da06087b1c,Al-Wasiti Hospital 3 - Taza Khurmatu,,,hospital,,,Taza Khurmatu,"Street 18, Taza Khurmatu, Kirkuk",079012522795,,,,,,,,,,active,0.0,false,
03365f9c-fad0-4ba6-9716-6ad565a85467,Baghdad Furniture - Karbala City,,,furniture,,,Karbala City,"Street 1, Karbala City, Karbala",079035192047,,,,,,,,,,active,0.0,false,
033a5b11-31b1-45f4-92d2-dcb814025182,Erbil Interiors - Sinjar,,,furniture,,,Sinjar,"Street 3, Sinjar, Mosul",079043771755,,,,,,,,,,active,0.0,false,
033b87e2-0219-407a-bdc3-c4f695c9e10f,Martyrs Hospital 3 - Beni Hashim,,,hospital,,,Beni Hashim,"Street 20, Beni Hashim, Maysan",078116951535,,,,,,,,,,active,0.0,false,
0348d5a9-d3ec-4d5d-bb8c-04f33fb12550,Sulaymaniyah Palace 3 - Sargaran,,,hotel,,,Sargaran,"Street 20, Sargaran, Kirkuk",079043977770,,,,,,,,,,active,0.0,false,
034bacb5-f5fe-49c3-a681-f53bd984405e,Mobile World 4 - Al-Qaim,,,electronics,,,Al-Qaim,"Street 24, Al-Qaim, Anbar",078116452577,,,,,,,,,,active,0.0,false,
034e0040-94da-441f-9164-96ca53969ecb,Trade Bank of Iraq - Diwaniyah,,,bank,,,Diwaniyah,"Street 1, Diwaniyah, Qadisiyyah",079021940506,,,,,,,,,,active,0.0,false,
0365ffee-dfad-4c89-bb1d-e514738bfc92,Future Academy 3 - Qal'at Sukkar,,,school,,,Qal'at Sukkar,"Street 16, Qal'at Sukkar, Dhi Qar",078116575661,,,,,,,,,,active,0.0,false,
0369b736-cd8f-44f9-b517-3c9c32fd48fb,Najaf Station - Al-Miqdadiyah,,,bus_station,,,Al-Miqdadiyah,"Street 4, Al-Miqdadiyah, Qadisiyyah",077011188146,,,,,,,,,,active,0.0,false,
0369fa50-66c8-42d1-b198-a758f729fd17,Al-Rasheed Supermarket 3 - Shinafiyah,,,supermarket,,,Shinafiyah,"Street 15, Shinafiyah, Qadisiyyah",078019083484,,,,,,,,,,active,0.0,false,
036c12ce-ea39-451b-8a17-5945d258eff7,Nissan Coffee 4 - Al-Maimouna,,,cafe,,,Al-Maimouna,"Street 24, Al-Maimouna, Maysan",078116708890,,,,,,,,,,active,0.0,false,
036dcf14-5f3b-43a9-9b8a-808b2bd3dbe8,Al-Mansour Furniture - Sawa,,,furniture,,,Sawa,"Street 6, Sawa, Qadisiyyah",078219481719,,,,,,,,,,active,0.0,false,
03731566-c078-49d7-9735-37a9af03af8b,Baghdad Mall Clothes 3 - Al-Daur,,,clothes,,,Al-Daur,"Street 18, Al-Daur, Saladin",078113562996,,,,,,,,,,active,0.0,false,
0373bd85-6036-460e-b904-ac3cf62b6eee,Investment Bank - Ghamas,,,bank,,,Ghamas,"Street 9, Ghamas, Qadisiyyah",079033543887,,,,,,,,,,active,0.0,false,
03798f90-3dd1-4fe5-8cd9-330e493794a9,North Bus Station 3 - Balad,,,bus_station,,,Balad,"Street 16, Balad, Saladin",078013614397,,,,,,,,,,active,0.0,false,
037c9b55-4e78-404f-855d-08b884feaf24,Basra Fuel - Safwan,,,fuel,,,Safwan,"Street 9, Safwan, Basra",079015979972,,,,,,,,,,active,0.0,false,
03a5d627-a237-4ac0-9dcf-c142036ede9b,Karrada Grill - Smawa,,,restaurant,,,Smawa,"Street 10, Smawa, Dhi Qar",079021405918,,,,,,,,,,active,0.0,false,
03a793ea-9017-46fe-bdce-8ee6e1b830b8,Central Gas 3 - Jurf al-Sakhar,,,fuel,,,Jurf al-Sakhar,"Street 16, Jurf al-Sakhar, Babil",078016668021,,,,,,,,,,active,0.0,false,
03b132d3-81d4-4ce7-963f-7f49352e6270,Baghdad Grill - Al-Musayab,,,restaurant,,,Al-Musayab,"Street 2, Al-Musayab, Babil",078217348575,,,,,,,,,,active,0.0,false,
03b252ec-f858-4b0a-9eae-03cb3759f47a,Baghdad Academy - Kufa,,,school,,,Kufa,"Street 2, Kufa, Najaf",078219668186,,,,,,,,,,active,0.0,false,
03b544f9-213f-44da-b333-e849037e8729,Central Gas 3 - Badra,,,fuel,,,Badra,"Street 16, Badra, Wasit",079036516209,,,,,,,,,,active,0.0,false,
03d9d037-945a-45bf-9a8e-c1ff8be2efd9,Erbil Bus Terminal 3 - Al-Hayy,,,bus_station,,,Al-Hayy,"Street 13, Al-Hayy, Wasit",078018858746,,,,,,,,,,active,0.0,false,
03e54b8d-afac-45fd-a690-b551501e11f2,Imam Hussein Shrine - Al-Qasim,,,mosque,,,Al-Qasim,"Street 4, Al-Qasim, Babil",078115863251,,,,,,,,,,active,0.0,false,
03e628da-6621-4ab1-9459-e8a7c75e6322,Grand Hypermarket - Al-Khalidiyah,,,supermarket,,,Al-Khalidiyah,"Street 10, Al-Khalidiyah, Anbar",078211496767,,,,,,,,,,active,0.0,false,
03ea6f7d-021a-402d-9e73-66ea9e7f29ae,Kurdistan Bank 3 - Kalar,,,bank,,,Kalar,"Street 17, Kalar, Sulaymaniyah",079015689549,,,,,,,,,,active,0.0,false,
03eb7fff-e9a6-458b-b87b-297b8df17f2f,Iron Body Gym 3 - Ramadi,,,gym,,,Ramadi,"Street 11, Ramadi, Anbar",079036657214,,,,,,,,,,active,0.0,false,
03f50852-2739-495f-8b73-bc5214664cfb,Baghdad Coffee House - Al-Darraji,,,cafe,,,Al-Darraji,"Street 6, Al-Darraji, Muthanna",079034760276,,,,,,,,,,active,0.0,false,
03fabec9-7d2e-4a20-bff1-65ef3c2a3096,North Gas Station 4 - Byara,,,fuel,,,Byara,"Street 24, Byara, Halabja",078218906744,,,,,,,,,,active,0.0,false,
03fd4a99-cd3c-4ca2-b61a-c986eecffbbe,Al-Rasheed Home - Tel Afar,,,furniture,,,Tel Afar,"Street 2, Tel Afar, Mosul",078005163526,,,,,,,,,,active,0.0,false,
03fdee96-4418-4b8f-b9e5-ab8272eb23f4,Baghdad Fitness 3 - Al-Aziziyah,,,gym,,,Al-Aziziyah,"Street 12, Al-Aziziyah, Wasit",078212000843,,,,,,,,,,active,0.0,false,
0407ba85-0963-41ba-854f-8c1d3ff59c33,Al-Nuri Mosque 3 - Khamsa Mile,,,mosque,,,Khamsa Mile,"Street 17, Khamsa Mile, Basra",077015713971,,,,,,,,,,active,0.0,false,
040ffd0c-5712-48b9-a548-cd5739045d0b,Mobile World 4 - Akre,,,electronics,,,Akre,"Street 24, Akre, Dohuk",078119656046,,,,,,,,,,active,0.0,false,
041f4473-e9fa-414a-800d-5d503fe3bd74,Erbil International School - Al-Hamza,,,school,,,Al-Hamza,"Street 3, Al-Hamza, Qadisiyyah",078213888268,,,,,,,,,,active,0.0,false,
042088f6-2dbc-415a-8c51-4d7bee519a64,Mesopotamia Dining 4 - Al-Qaim,,,restaurant,,,Al-Qaim,"Street 24, Al-Qaim, Anbar",079016678212,,,,,,,,,,active,0.0,false,
04228670-d487-46d6-9b84-ada8a6ffd8db,Tigris Brew - Tawela,,,cafe,,,Tawela,"Street 5, Tawela, Halabja",079035991428,,,,,,,,,,active,0.0,false,
0427a8eb-56a2-4763-a90f-fc71a7dd0384,Al-Amal Pharmacy 3 - Bardarash,,,pharmacy,,,Bardarash,"Street 18, Bardarash, Dohuk",078216375946,,,,,,,,,,active,0.0,false,
0429d22a-0489-4a62-b318-5de32915ceb0,Mobile World 3 - Al-Qasim,,,electronics,,,Al-Qasim,"Street 14, Al-Qasim, Babil",078117982649,,,,,,,,,,active,0.0,false,
04359b33-1a5f-4984-85c6-ece954eb1111,Modern Wear 3 - Semel,,,clothes,,,Semel,"Street 16, Semel, Dohuk",077015399857,,,,,,,,,,active,0.0,false,
0451243c-f267-4aa4-80ab-8d41255f09fc,Luxury Decor 3 - Said Sadiq,,,furniture,,,Said Sadiq,"Street 19, Said Sadiq, Sulaymaniyah",078005899016,,,,,,,,,,active,0.0,false,
046ae060-4d37-4535-a634-a8b12605538e,Al-Amal Supermarket 3 - Al-Islah,,,supermarket,,,Al-Islah,"Street 18, Al-Islah, Dhi Qar",078211941960,,,,,,,,,,active,0.0,false,
0479fee2-5e17-4829-98f7-0e1b7f508979,Baghdad Mall Clothes 3 - Tar,,,clothes,,,Tar,"Street 18, Tar, Karbala",077015647936,,,,,,,,,,active,0.0,false,
04822c7b-76e8-4eee-849c-f2d5365097d0,Al-Kindy Hospital 3 - Hillah,,,hospital,,,Hillah,"Street 11, Hillah, Babil",078118563695,,,,,,,,,,active,0.0,false,
04922792-7b72-476c-b84a-4021b51e4b02,Babylon Hotel 3 - Basra City,,,hotel,,,Basra City,"Street 11, Basra City, Basra",078111987078,,,,,,,,,,active,0.0,false,
0494e593-ce80-4ea0-b8cc-aea809b84e8b,Basra Teaching Hospital 4 - Al-Qasim,,,hospital,,,Al-Qasim,"Street 24, Al-Qasim, Babil",077023890409,,,,,,,,,,active,0.0,false,
04987172-6231-4cee-a347-31a6657987a3,Spinneys Baghdad 3 - Amadiyah,,,supermarket,,,Amadiyah,"Street 13, Amadiyah, Dohuk",079023300429,,,,,,,,,,active,0.0,false,
04a25dc8-9da4-4260-a94b-5da0428549c8,Al-Noor School 3 - Said Sadiq,,,school,,,Said Sadiq,"Street 19, Said Sadiq, Sulaymaniyah",077029701169,,,,,,,,,,active,0.0,false,
04a4ebf5-8923-477d-b56a-23183dc42390,Computer Zone - Al-Gharraf,,,electronics,,,Al-Gharraf,"Street 5, Al-Gharraf, Dhi Qar",079015772270,,,,,,,,,,active,0.0,false,
04ad219c-0a7c-4a0f-bb09-4c166cb1b930,Progress Academy 3 - Abu Saida,,,school,,,Abu Saida,"Street 20, Abu Saida, Diyala",079036902229,,,,,,,,,,active,0.0,false,
04b57f0a-ac54-47e3-bcfd-1b067abc344f,National Bank of Iraq - Al-Nakhila,,,bank,,,Al-Nakhila,"Street 5, Al-Nakhila, Karbala",078211392158,,,,,,,,,,active,0.0,false,
04ba5721-7787-4734-9882-852424cdd941,Babylon Hotel - Halabja City,,,hotel,,,Halabja City,"Street 1, Halabja City, Halabja",077019606479,,,,,,,,,,active,0.0,false,
04d37a58-8e82-4c4d-a281-97cad41bdb2e,Al-Rasheed Sports 3 - Rabiya,,,gym,,,Rabiya,"Street 18, Rabiya, Mosul",079022969643,,,,,,,,,,active,0.0,false,
04d6808c-3592-44ec-b75a-ca46d0b27459,Nissan Coffee - Bamarne,,,cafe,,,Bamarne,"Street 4, Bamarne, Zakho",078112907530,,,,,,,,,,active,0.0,false,
04d84073-445f-4732-ae68-f022337eb8ac,Baghdad Academy - Al-Musayab,,,school,,,Al-Musayab,"Street 2, Al-Musayab, Babil",079027169374,,,,,,,,,,active,0.0,false,
