ID,Business Name,Arabic Name,English Name,Category,Subcategory,Governorate,City,Neighborhood,Phone 1,Phone 2,WhatsApp,Email 1,Website,Facebook,Instagram,TikTok,Telegram,Opening Hours,Status,Rating,Verification,Confidence
b8f3c5ce-cd8d-4322-be3f-53dae3ba8528,Jan Coffee,,,Cafe,cafe,Sulaymaniyah,Sulaymaniyah,Şeqamî Salim,07727240004,,,,https://www.jancoffee.com/,,,,,,active,,false,
cd7898e3-ce33-413f-baf9-f14dba8fff8a,کافێ ١١,,,Cafe,cafe,Sulaymaniyah,Sulaymaniyah,"15, 101-35",07714131111,,,info@cafe11.pub,https://www.cafe11.pub/,,,,,,active,,false,
bf7fc627-608f-45eb-af9e-bf99a68d89f4,cafe lawaki,,,Cafe,cafe,Sulaymaniyah,Sulaymaniyah,"univsuli, سلێمانی - کەرکوک",07501111111,,,,https://www.cafesuli.com,,,,,,active,,false,
faee6412-929d-44dc-8cc0-ac18684e2e6c,Tavana Cafe,,,Cafe,cafe,Sulaymaniyah,السليمانية,Zargata,07702272719,,,,,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1416,Shushawaty Nazanin,,,Shop/Retail,shop,Erbil,Erbil,,07511247434,,,,,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1417,zayuna,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی شێخی چۆلی, قضاء أربيل",07507388888,,,,,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1418,معرض کامران,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی پێشەوا قازی, قضاء أربيل",07506577000,,,info@kamaranco.com,http://www.kamaranco.com,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1419,lokan collection,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07500040004,,,,,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1420,مهندس بەختیار,,,Shop/Retail,shop,Erbil,أربيل,"60, 60m, قضاء أربيل",07505637000,,,,,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1421,ورق الجدران الماني(1)(Tawer Company Wall paper),,,Shop/Retail,shop,Erbil,أربيل,"60 Meter road, قضاء أربيل",07504820123,,,rekar@tawer.co,http://www.tawer.co,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1422,market azhy,,,Shop/Retail,shop,Erbil,أربيل,"60 Meter road, قضاء أربيل",07504820123,,,,http://www.tawer.co,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1423,أزياء ابو الشوق,,,Shop/Retail,shop,Erbil,أربيل,"Yazdandokht Street, قضاء أربيل",07700302000,,,,,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1424,Hana Mobile,,,Shop/Retail,shop,Erbil,شاوێس,"123, unnamed road",07507966608,,,,,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1425,سوق مەرکەزی هەورێ,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07704495000,,,,,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1426,فندق مينا روز;مينا روز,,,Hotel,hotel,Baghdad,Baghdad,شارع المشجر,07700015023,,,,,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1428,"PAKY HOSPITAL | نەخۆشخانەی پاکی",,,Healthcare,healthcare,Erbil,أربيل,شەقامی نەورۆز,07509950007,,,,https://www.Pakyhospital.com,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1429,سمایل زۆن,,,Healthcare,healthcare,Erbil,أربيل,"شەقامی کۆیە, قضاء أربيل",07514200008,,,,,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1432,نەخۆشخانەی CMC,,,Healthcare,healthcare,Erbil,أربيل,"شەقامی کۆیە, قضاء أربيل",07501840005,,,info@cmcph.net,https://www.cmcph.net/,,,,,,active,,false,
invalid_phones_20260405_143913.csv_1433,Darya shop,,,shopping,shop,Sulaymaniyah,سلێمانی,"416, ڕێگای ئاوبارە - بەکرەجۆ",07700596000,,,,,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1434,Dana Market,,,shopping,shop,Sulaymaniyah,السليمانية,Guly Shar,07511835303,,,,,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1435,Shadost Supermarket,,,shopping,shop,Sulaymaniyah,السليمانية,Kurd City,07504530003,,,,,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1436,Elena Phone,,,shopping,shop,Sulaymaniyah,السليمانية,"Al-Sulaymaniyah, Xabat, nzik fulkay xabat",07700860001,,,,,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1437,Manasa Market,,,shopping,shop,Sulaymaniyah,السليمانية,Mama Yara- Near Mama Yara School,07701593756,,,,,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1438,ئەلکترۆ ئاکار,,,shopping,shop,Sulaymaniyah,Sulaymaniyah,"3, Mawlawi Street",07701518111,,,akar@rak-group.con,https://www.rak-group.com/,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1439,صابر مام شكور,,,shopping,shop,Sulaymaniyah,السليمانية,,07701535000,,,,,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1441,Sun natoo company,,,shopping,shop,Sulaymaniyah,سلێمانی,"457, شەقامی کاوە",07701919600,,,,,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1442,ستایلەر کۆلێکشن,,,shopping,shop,Sulaymaniyah,sulaymanyiah,"1, 101-52",07501080000,,,,https://instagram.com/styler_collection,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1443,موبایلی پۆڵا,,,shopping,shop,Sulaymaniyah,Sulaymaniyah,,07501111156,,,,,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1444,ئامانج فۆن,,,shopping,shop,Sulaymaniyah,سلێمانی,Jawazaka,07501119474,,,,,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1445,عیسی فۆن,,,shopping,shop,Sulaymaniyah,Sulaymaniyah,22 Peramerd,07501117325,,,,,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1446,Rezhwan Phone,,,shopping,shop,Sulaymaniyah,Sulaymaniyah,,07700012313,,,,https://rezhwan.net/,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1447,Nahro Mobile,,,shopping,shop,Sulaymaniyah,السليمانية,Sarchinar- Shahidany Sarchinar,07734001010,,,,,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1449,معرض كامران,,,shopping,shop,Sulaymaniyah,Sulaymaniyah,Malik Mahmud Street,07716577000,,,suli@kamaranco.com,http://www.kamaranco.com,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1450,فری پاوەر,,,shopping,shop,Sulaymaniyah,Sulaymaniyah,,07511580123,,,sarkooahmed@gmail.com,https://m.facebook.com/solarkurdish0?mibextid=ZbWKwL,,,,,,active,,unverified,
invalid_phones_20260405_143913.csv_1451,فەرش و کومباری ئەڤەن تاج,,,shopping,shop,Sulaymaniyah,Sulaymaniyah,شەقامی مەلیک مەحمود,07701840004,,,,https://www.facebook.com/Avantaj.farsh.kumbar/,,,,,,active,,unverified,
0004774e-24ad-4fef-ae43-d452764176ac,Lai Lawk Rest & Cafe,,,Restaurant,restaurant,Sulaymaniyah,سلێمانی,"35.56152209222516, 45.424192041981286, Badirkhan 19",07700779990,,,,,,,,,,active,,false,
005896b3-2820-4847-848c-aecde7cb1044,اركيلة البغدادي,,,Cafe,cafe,Erbil,أربيل,"20 bakhtyari, قضاء أربيل",07508891221,,,,,,,,,,active,,false,
01fff621-22c0-415f-8b19-6f411ca185f9,ديكو لايت,,,Shop/Retail,shop,Erbil,أربيل,"جادەی سورچیان, قضاء أربيل",07504544631,,,,,,,,,,active,,false,
02961357-3cd2-4e70-ab10-8439d6f62237,نانەواخانەی نوور,,,Cafe,cafe,Sulaymaniyah,Sulaymaniyah,62 Yalmaz Gonai,07707658088,,,,,,,,,,active,,false,
02eb167d-75a3-4867-9045-82f2f26a866c,HAWKAR GROUP,,,Shop/Retail,shop,Erbil,أربيل,"Kuran Maghmur street , Irbil ,iraq, قضاء أربيل",07507587799,,,hawkar.group.co@gmail.com,,,,,,,active,,false,
03598c1b-f8c5-41d1-93eb-0c1fbb9be9f1,ماس مۆدە,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی شێخی چۆلی, قضاء أربيل",07504531319,,,,,,,,,,active,,false,
0419d80d-f824-4267-9285-9d5df6fc63df,زعفران,,,Shop/Retail,shop,Erbil,أربيل,"#11 Zaafaran, Ankawa Two-way Road, قضاء أربيل",07502207000,,,zaafaran@goldenlivingco.com,https://www.goldenlivingco.com/zaafaran,,,,,,active,,false,
05150b52-c8e9-4808-9569-79f46b123bd7,مخللات نادر,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی منارە, قضاء أربيل",07502484959,,,,https://www.facebook.com/%D8%AA%D8%B1%D8%B4%D9%8A%D8%A7%D8%AA%D9%8A-%D9%86%D8%A7%D8%AF%D8%B1-1469696343247581/,,,,,,active,,false,
06128a91-cdf4-495b-9dd3-561bd1a73603,مارکیتی قەراجی,,,Shop/Retail,shop,Erbil,أربيل,شەقامی مەخموور,07504775465,,,,,,,,,,active,,false,
0622ab11-c8e4-4ed1-928f-cc6fe7c0444e,soran class,,,Shop/Retail,shop,Erbil,أربيل,"koya st, شەقامی کۆیە",07506923030,,,,,,,,,,active,,false,
06813441-77f1-4fa0-99ca-22e53828cc0b,ڕامیار,,,Shop/Retail,shop,Erbil,Erbil,"0750 4785482, brayati 224. Alley 183",07504785482,,,lawandhamid94@gmail.com,,,,,,,active,,false,
06bc86a4-9245-4f82-a73a-50015ffaa9db,Legends Restaurant & Bar,,,Restaurant,restaurant,Sulaymaniyah,سلێمانی,"HC84+4WH, HC84+4WH, Sulaymaniyah, Sulaymaniyah Governorate",07709897777,,,,https://www.facebook.com/legends.restaurant.suli,,,,,,active,,false,
077c34ab-a7b7-4018-8c6b-5dc69fdb3bf9,Elite Juice,,,Cafe,cafe,Erbil,أربيل,"dream city, قضاء أربيل",07505557766,,,,,,,,,,active,,false,
07d0ff27-3573-4f08-b2db-c79acc565394,ماركيتى سردار,,,Shop/Retail,shop,Erbil,Erbil,Newroz Road,07504212131,,,,,,,,,,active,,false,
08cf4f26-c1e6-42e6-bf4f-28a498db0ef9,WOW tech,,,Shop/Retail,shop,Erbil,أربيل,"F32, شەقامی ڕەمزی نافع, قضاء أربيل",07502224122,,,wow.tech@yahoo.com,https://www.facebook.com/wow.tech.co/,,,,,,active,,false,
0914ebcd-8bc2-4201-95e2-a19c77b68a55,زانا,,,Shop/Retail,shop,Erbil,Erbil,,07509153553,,,,,,,,,,active,,false,
0ac71313-3d8b-487e-bec6-61ef2c4dfac1,پێشانگای توڕه ق بۆ کاره باییات,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07504566185,,,,,,,,,,active,,false,
0b437871-ea1a-400f-8cbb-22dc5e4bcf95,مارکێتی ڕێگای بەهەشت,,,Shop/Retail,shop,Erbil,هەولێر,,07501737550,,,,,,,,,,active,,false,
0b6d4a3c-294b-4543-9c7e-53d72ccbdcc2,ANAS MOBILE,,,Shop/Retail,shop,Erbil,erbil,erbil,07502212012,,,,,,,,,,active,,false,
0c734d41-67c5-4f1b-82c0-32bb863bb0fe,كوراي كافي,,,Cafe,cafe,Sulaymaniyah,Sulaymaniyah,22 Tuymaleek,07707911662,,,,https://instagram.com/koray_cafe,,,,,,active,,false,
0c77a318-67be-4ca7-a28e-7759b4cbb567,Murad Phone,,,Shop/Retail,shop,Erbil,أربيل,"32, 327-60, قضاء أربيل",07507094857,,,,,,,,,,active,,false,
0dd634e3-1727-4e12-a949-a14a981455bb,Safra Bakery,,,Cafe,cafe,Sulaymaniyah,سلێمانی,Piramagrun Street,07707293535,,,,,,,,,,active,,false,
0e4dab22-e1cb-4678-bec2-2fb60c966e41,مارکیتی فەرهەنگ,,,Shop/Retail,shop,Erbil,أربيل,,07507043700,,,,,,,,,,active,,false,
0f1002b5-d799-404e-bf2a-9a7e7907bfde,برژاوی بەتام ٢,,,Restaurant,restaurant,Sulaymaniyah,Sulaymaniyah,,07501905118,,,,,,,,,,active,,false,
102815c5-ee4d-48bf-8973-94401bcc6b7a,لحم بعجین خوشناو,,,Cafe,cafe,Erbil,أربيل,"210, شەقامی زوورگەزراو, قضاء أربيل",07517552950,,,omed.shawkat.kaki@gmail.com,,,,,,,active,,false,
10e16abd-3f55-400c-9bad-8e176bbd9c9a,bugatti,,,Shop/Retail,shop,Erbil,أربيل,"F12, شەقامی ڕەمزی نافع, قضاء أربيل",07502312121,,,,,,,,,,active,,false,
1399055e-4578-45e1-85dc-4692c2284312,مارکێتی جیهان,,,Shop/Retail,shop,Erbil,هەولێر,شارۆچکەی ناوەندیی هەولێر,07501737550,,,,,,,,,,active,,false,
1432710e-ff86-4819-835a-f15d309cadf3,Mi Home Erbil,,,Shop/Retail,shop,Erbil,هەولێر,"شەقامی پێشەوا قازی, شارۆچکەی ناوەندیی هەولێر",07508861004,,,,,,,,,,active,,false,
14f0cd16-c67e-43bb-9683-082baa2d2b1e,Eleven Brands,,,Shop/Retail,shop,Erbil,أربيل,"Empire world, Diamond, قضاء أربيل",07507116868,,,,https://snapchat.com/add/eleven_brands,,,,,,active,,false,
15486fe8-c79f-4c59-8460-91e35f32321b,Qadr Khoshnaw,,,Shop/Retail,shop,Erbil,Erbil,109-53,07504139328,,,,,,,,,,active,,false,
15cb33ad-3883-4454-8397-7974623bf817,Ali Network,,,Shop/Retail,shop,Erbil,Erbil,,07504336180,,,,https://bio.link/alinetwork,,,,,,active,,false,
170aa572-807a-4fff-90e7-8a5a2734eee4,ماڵی بەزاز,,,Shop/Retail,shop,Erbil,أربيل,"62, شەقامی شارەوانی, قضاء أربيل",07505496400,,,,,,,,,,active,,false,
1778ea45-5a89-4bb7-9496-a01e553035b5,سەنتەری ئەستێرە,,,Shop/Retail,shop,Erbil,Erbil,"100, شەقامی دەرسیم",07504795133,,,hamidmobile28@gmail.com,,,,,,,active,,false,
1789a11a-6b16-4022-80c4-d689d6669799,Dost Pizza,,,Restaurant,restaurant,Sulaymaniyah,Sulaimaniyah,Piramagrun Street,07705305342,,,,,,,,,,active,,false,
17b4978b-aa54-40a6-8422-711efb4e2b05,elian donut,,,Cafe,cafe,Sulaymaniyah,sulaymaniyah,"HCCG+C68, Koraw St",07701408801,,,,,,,,,,active,,false,
184ad9bf-bd92-425b-9530-4ca121c06fb0,مارکێتی دڵدار,,,Shop/Retail,shop,Erbil,Erbil,شەقامی زراریان,07504549697,,,,,,,,,,active,,false,
199cce7d-e40c-40be-b8fa-a3fea9e34f87,Lokmada,,,Restaurant,restaurant,Sulaymaniyah,السليمانية,٢٢ توی مەلیک,07704555500,,,,https://www.lokmada.com,,,,,,active,,false,
1b48661e-d3f5-4a3d-9aef-fb22b22d02ab,چۆپی دیزاین,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07500708090,,,,,,,,,,active,,false,
1c33bff9-9b96-48a7-8ee2-2440e888f7cd,چۆکۆ بێری,,,Cafe,cafe,Erbil,أربيل,"Gulan, قضاء أربيل",07515181234,,,,,,,,,,active,,false,
1c49760c-e9a1-4ac9-bd6f-0436c2d65c64,سيزن ٤ فاشيون,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی ئیسکان, قضاء أربيل",07504493887,,,kosarfaris13@gmail.com,https://seasons-4-fashion.business.site/?_target?m=true,,,,,,active,,false,
1c98bf75-0848-479f-b361-afca7e451d97,rahel fashion,,,Shop/Retail,shop,Erbil,أربيل,"ankawa, قضاء أربيل",07503316333,,,,,,,,,,active,,false,
1d9e936a-453a-41a0-8ea6-4bd8a0bce332,دانا فۆن,,,Shop/Retail,shop,Erbil,Erbil,هەولێری نوێ,07501138232,,,amozhgarsaade@gmail.com,,,,,,,active,,false,
1e0c240e-992d-4b66-a8b8-577f9bbb6c4c,ھندرین بۆ سیستەمی دەنگ,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی شارەوانی, قضاء أربيل",07504476993,,,muminsalaiy@gmail.com,,,,,,,active,,false,
1e2eee84-ad90-4d56-91d6-8ba23c3431bd,Mr Classic,,,Shop/Retail,shop,Erbil,هەولێر,"G27, تابلۆ مۆڵ - نهۆمی دووەم",07503900545,,,,https://mrclassic.shop/,,,,,,active,,false,
1e59e29e-527e-4fb2-a5e3-599cbc90866d,Burger launch مطعم,,,Restaurant,restaurant,Baghdad,Baghdad,شارع فلسطين,07735216222,,,,,,,,,,active,,false,
1f3abe9a-60d1-4cfe-b6e7-8b8fcc98f9c1,Zhyar market,,,Shop/Retail,shop,Erbil,أربيل,"201, 201-167, قضاء أربيل",07501330601,,,,https://matinhemn95@gmail.com,,,,,,active,,false,
1fc3d068-048e-4cee-af63-a5ee1c6dffe7,Serpil Vip,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی سامی شۆڕش, قضاء أربيل",07504240003,,,,https://www.instagram.com/serpil__fashion_vip,,,,,,active,,false,
1ffb074a-40fd-41e8-80f0-e055f9ca91c3,تیم مارت,,,Shop/Retail,shop,Erbil,هەولێر,"شەقامی پیرباڵ مەحمود, شارۆچکەی ناوەندیی هەولێر",07517411850,,,info@team-mart.com,https://team-mart.com/,,,,,,active,,false,
200d1ce3-f5d9-4ad4-8880-2a5fc084a62b,نوروز سوبرماركيت,,,Shop/Retail,shop,Erbil,Erbil,,07503239931,,,,,,,,,,active,,false,
20ff0ff6-6827-40a9-9f42-efa4750b0a0e,حلويات بيزادة,,,Cafe,cafe,Erbil,أربيل,"07503175308, Iskan, قضاء أربيل",07503175308,,,,,,,,,,active,,false,
211de217-c358-4d40-9e45-e5db94abdfad,Dilman Cafe,,,Cafe,cafe,Sulaymaniyah,As Sulaymanyah,22-Tuymaleek,07721571814,,,,,,,,,,active,,false,
2120a652-ee7c-45cd-a84f-01c352d1daa7,الملكة ميريان,,,Shop/Retail,shop,Erbil,Erbil,"32, جووت سایدی ٣٢ پارک",07719494805,,,miryanqueen24@gmail.com,https://www.instagram.com/miryan.company?igsh=M2Y1ejY3MzJ5OWZp,,,,,,active,,false,
2345483a-7409-4d58-b74b-fd3e9ff00e21,جكن اكسبرس,,,Restaurant,restaurant,Baghdad,Baghdad,شارع بن طفيل,07722200199,,,,,,,,,,active,,false,
236cc450-9361-425b-bd00-389a532669a9,ئەلەند فۆن,,,Shop/Retail,shop,Erbil,Erbil,kurdistan,07504562785,,,anasbraimahmad@gmail.com,,,,,,,active,,false,
2505bad7-de05-494f-8589-8168e7066b68,مطعم چگن رِن كنتاكي,,,Restaurant,restaurant,Baghdad,Baghdad,شارع الكنيسة,07722277762,,,,,,,,,,active,,false,
266a775a-0e12-441f-97af-c7359373a1dd,شاورمەی چاوی شام,,,Restaurant,restaurant,Sulaymaniyah,Sulaymaniyah,,07501087787,,,,,,,,,,active,,false,
26d8084e-b967-4b15-8a43-67db17e24f9c,هەرێم ی باڵ,,,Restaurant,restaurant,Sulaymaniyah,Sulaymaniyah,,07708021939,,,,,,,,,,active,,false,
27ab159d-b3f3-41eb-9080-93fcf6f6fcdc,تیم مارت,,,Shop/Retail,shop,Erbil,هەولێر,شارۆچکەی ناوەندیی هەولێر,07517423678,,,info@team-mart.com,https://team-mart.com/,,,,,,active,,false,
288afc31-d51b-4335-8038-ff9e0da28222,تیم مارت,,,Shop/Retail,shop,Erbil,هەولێر,شارۆچکەی ناوەندیی هەولێر,07517411847,,,info@team-mart.com,https://team-mart.com/,,,,,,active,,false,
28967ada-6344-47ce-be16-cfb28df372fd,مركز صيانة اجهزة الكترونية,,,Shop/Retail,shop,Erbil,أربيل,"تەعجیل, قضاء أربيل",07511879629,,,,,,,,,,active,,false,
28c17612-f9e6-46c3-9896-df1dd9811899,MLT Burger & Wings,,,Restaurant,restaurant,Sulaymaniyah,Sulaymaniyah Governorate,شەقامی قاسملو,07710291991,,,,https://www.instagram.com/mlt_iq,,,,,,active,,false,
293abca9-cb3b-4987-a14d-c77c518e070b,مۆبایلی ئاڵا,,,Shop/Retail,shop,Erbil,أربيل,قضاء أربيل,07504510243,,,,,,,,,,active,,false,
2a4b52eb-b2fa-4ad5-83e3-1956983a1241,Délice,,,Cafe,cafe,Erbil,أربيل,"Bahar Street, قضاء أربيل",07502908989,,,,https://www.facebook.com/DeliceErbil/,,,,,,active,,false,
2ad00eb9-4ced-4e3a-b6b2-ff46e43f2d3e,Serpil Vip,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی سامی شۆڕش, قضاء أربيل",07504240003,,,,https://www.instagram.com/serpil__fashion_vip,,,,,,active,,false,
2e2a835a-0ddb-4275-864d-4fa13ff70301,gorenjo,,,Shop/Retail,shop,Erbil,Erbil,"338/39, 100 M Road",07504456317,,,sherwnco@yahoo.com,http://nesprsso.krd,,,,,,active,,false,
2e90ed5f-a76b-4bbe-a171-39c07c12c4ae,Espressolab,,,Cafe,cafe,Erbil,Erbil,Gullan Street,07759147973,,,,,,,,,,active,,false,
2f66a132-cda0-4013-b899-7b2276b86b3a,دیمە شق 2,,,Restaurant,restaurant,Sulaymaniyah,Sulaymaniyah,,07730077403,,,,,,,,,,active,,false,
3014d5c5-ec2f-4a23-9d39-367d1810f0a3,کافێی شەن,,,Cafe,cafe,Sulaymaniyah,Sulaymaniyah,Sarchnar,07701984443,,,,,,,,,,active,,false,
302423eb-6fad-4a5b-b2fa-ba9495922600,مازوو بەرگر,,,Restaurant,restaurant,Sulaymaniyah,Sulaymaniyah,"2, Bekhud 17",07701379092,,,,,,,,,,active,,false,
30272b87-b147-452e-8995-4b4fdadbe07b,مزايا,,,Restaurant,restaurant,Baghdad,Baghdad,شارع المنصور,07815222006,,,,,https://www.facebook.com/MAZAYA0%20/,https://www.instagram.com/mazayarestaurant_baghdad/?hl=en,,,,active,,false,
308a8900-5736-4837-b373-4808bef5b8c9,عسمان اغا,,,Cafe,cafe,Sulaymaniyah,Sulaymaniyah,406-2,07508753282,,,,,,,,,,active,,false,
30f12340-6a1c-4660-9933-5a6fd46d5669,Ismail dukandar,,,Shop/Retail,shop,Erbil,Erbil,شەقامی پێشەوا قازی  ١٠٠م,07511077628,,,ammar.habeeb2015@gmail.com,,,,,,,active,,false,
3149d3fb-fc3e-48e7-8bd4-745c500f1aae,Restaurant Al Jabal,,,Restaurant,restaurant,Sulaymaniyah,Sulaymaniyah,63 Jawahiri,07714433347,,,,,https://www.facebook.com/Jabal.rest,https://www.instagram.com/restaurant_aljabal/,,,,active,,false,
31f6f859-e4b5-4331-acd4-696d43df5d40,كوفي زهرة الخليج,,,Cafe,cafe,Basra,Basra,"07716625540, الساعي",07716625540,,,,,,,,,,active,,false,
3317c4d8-6520-4953-9871-1df9eba5660a,بەهاراتی کەندێناوە,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی قەڵات, قضاء أربيل",07504472695,,,,,,,,,,active,,false,
337d6c06-865e-4210-b79d-5bd2d87ac0b5,Sirocco Cafe & Restaurant,,,Cafe,cafe,Erbil,أربيل,"108, قضاء أربيل",07505550444,,,,https://www.facebook.com/sirocco.erbil,,,,,,active,,false,
33b63121-0ea5-451c-b304-31abf643f5ee,Coffee Potamia,,,Cafe,cafe,Sulaymaniyah,Sulaimaniyah,26 Ashti,07750252020,,,,https://www.instagram.com/coffeepotamia.krd?igsh=NTBzc2M0dmtocnQ2,,,,,,active,,false,
34229016-879c-41c9-8a07-a83b49daca5d,M Center VIP,,,Shop/Retail,shop,Erbil,أربيل,"20, 20M Street, قضاء أربيل",07509900505,,,mcentervipiraq@gmail.com,http://www.mcentervip.com,,,,,,active,,false,
357df51a-319f-4eef-9efa-7f9238acfeef,امباير فون ٣,,,Shop/Retail,shop,Erbil,أربيل,"شەقامی ئیسکان, قضاء أربيل",07505022700,,,,https://m.facebook.com/Empire.Phone.Co/,,,,,,active,,false,
369ce273-f947-4733-9d9c-ad70fb6894a2,مارکێت و میوەی سەوەران,,,Shop/Retail,shop,Erbil,Erbil,شەقامی عەبدولخالق مەعروف,07502457300,,,muhammadmuhsen11@gmail.com,,,,,,,active,,false,
36cedede-be9e-47c8-81e8-441f4fa4885c,SALAM FASHION,,,Shop/Retail,shop,Erbil,أربيل,"121 gullan, شەقامی ئایشە گوڵ, قضاء أربيل",07808341959,,,,,,,,,,active,,false,
36d91c98-e501-4a42-a2ad-492cb678bdc1,تين تين,,,Restaurant,restaurant,Sulaymaniyah,Sulaymaniyah,,07706462021,,,,,,,,,,active,,false,
